utr_id	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr5p8	utr5p7m8	utr5p7A1	utr5p6	utr5po6	utr5p6A1	orf8	orf7m8	orf7A1	orf6	orfo6	orf6A1	utr8C	utr8G	utr8T	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1	utr5	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2.fold_change.	test_stat	p_value	q_value	significant
FBgn0000257	-0.138333423958172	0.601	1920	0.502	235	0.361	1018	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000257	car-RA,car-RC	chrX:19566018-19569401	mock	miR124	OK	18.1666	15.3675	-0.241405	-0.678439	0.4062	0.782485	no
FBgn0000259	0.348751969829615	0.507	708	0.43	158	0.358	1526	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000259	CkIIbeta-RB,CkIIbeta-RC,CkIIbeta-RD,CkIIbeta-RE,CkIIbeta-RF,CkIIbeta-RG,CkIIbeta-RH,CkIIbeta-RI,CkIIbeta-RJ,CkIIbeta-RK	chrX:11792532-11801587	mock	miR124	OK	15.7624	31.5111	0.999368	1.75555	0.0349	0.300715	no
FBgn0000261	-0.683787481528736	0.569	1521	0.412	182	0.352	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000261	Cat-RA	chr3L:18822603-18828188	mock	miR124	OK	173.483	82.2196	-1.07724	-4.30622	5e-05	0.00508611	yes
FBgn0000276	0.882899006359117	0.526	192	0.351	74	0.205	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000276	CecA1-RA	chr3R:30210873-30211273	mock	miR124	OK	607.811	1007.36	0.728881	2.63232	0.00185	0.0607596	no
FBgn0000277	1.04682633466452	0.505	192	0.378	82	0.198	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000277	CecA2-RA	chr3R:30212155-30212568	mock	miR124	OK	245.535	360.342	0.553441	1.54856	0.06435	0.405245	no
FBgn0000278	-0.163180198811635	0.536	192	0.444	72	0.267	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000278	CecB-RA	chr3R:30213314-30213797	mock	miR124	OK	65.1656	54.5247	-0.257201	-0.433838	0.59515	0.873825	no
FBgn0000279	0.291965222829565	0.552	192	0.323	93	0.376	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000279	CecC-RA	chr3R:30216483-30216938	mock	miR124	OK	73.3767	106.697	0.540128	1.06333	0.1989	0.640327	no
FBgn0000283	0.155809645011436	0.524	3291	0.489	274	0.337	611	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000283	Cp190-RA,Cp190-RB	chr3R:15268661-15275241	mock	miR124	OK	28.8357	42.0306	0.543586	2.03146	0.01315	0.188454	no
FBgn0000289	0.0913434108511374	0.574	2514	0.443	754	0.388	1460	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	2	0	FBgn0000289	cg-RA,cg-RB,cg-RC,cg-RD,cg-RF,cg-RI,cg-RJ,cg-RK,cg-RL,cg-RM,cg-RN	chr2R:14173692-14182838	mock	miR124	OK	21.8252	34.6225	0.665714	2.22714	0.0066	0.12621	no
FBgn0000299	0.313630169240245	0.616	5340	0.502	219	0.36	542	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	FBgn0000299	Cg25C-RA,Cg25C-RB,Cg25C-RC	chr2L:5029608-5037279	mock	miR124	OK	1542.08	1550.23	0.00760777	0.03658	0.96215	0.989542	no
FBgn0000308	-0.129649114876597	0.583	381	0.48	248	0.36	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FBgn0000308	chic-RA,chic-RB,chic-RC,chic-RD,chic-RE,chic-RF	chr2L:5972114-5981018	mock	miR124	OK	378.319	384.76	0.0243533	0.102889	0.9012	0.970807	no
FBgn0000316	-0.428384970975398	0.483	1806	0.325	120	0.272	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000316	cin-RA,cin-RB	chrX:255673-263999	mock	miR124	OK	37.8512	27.3273	-0.469995	-1.47543	0.0685	0.417036	no
FBgn0000317	0.0164678993669916	0.501	6504	0.463	449	0.266	451	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000317	ck-RA,ck-RB,ck-RC,ck-RD	chr2L:15044962-15057862	mock	miR124	OK	11.1779	13.4915	0.271401	0.931858	0.2507	0.692293	no
FBgn0000318	-0.261412857365856	0.577	381	0.47	215	0.344	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000318	cl-RA,cl-RB,cl-RC	chr2L:5520134-5523898	mock	miR124	OK	871.201	596.942	-0.545414	-2.09515	0.00885	0.147648	no
FBgn0000319	0.0278220146996917	0.522	5037	0.353	470	0.262	286	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000319	Chc-RA,Chc-RB,Chc-RC,Chc-RD,Chc-RE,Chc-RF,Chc-RG	chrX:15827985-15835490	mock	miR124	OK	295.157	331.545	0.167725	0.828899	0.2996	0.723251	no
FBgn0000326	-0.328609898903883	0.525	1689	0.411	107	0.312	48	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000326	clt-RA	chr2R:21617060-21619079	mock	miR124	OK	20.073	15.4039	-0.381957	-0.892804	0.2764	0.709464	no
FBgn0000330	-0.187855599711568	0.552	1248	0.315	54	0.426	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	FBgn0000330	cm-RA,cm-RB	chrX:7009005-7011145	mock	miR124	OK	24.2858	22.6889	-0.0981272	-0.22552	0.7833	0.937018	no
FBgn0000339	-0.161831721268783	0.455	435	0.442	86	0.349	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000339	cni-RA,cni-RB,cni-RC	chr2L:16309291-16310726	mock	miR124	OK	150.78	135.999	-0.148848	-0.514083	0.52195	0.845183	no
FBgn0000352	-0.0451393711953126	0.554	3606	0.463	136	0.334	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000352	cos-RA,cos-RB	chr2R:7382175-7387115	mock	miR124	OK	10.9591	13.9521	0.348359	1.02956	0.2022	0.642757	no
FBgn0000370	-0.0686927332104555	0.513	1146	0.412	628	0.343	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000370	crc-RA,crc-RB,crc-RE,crc-RF	chr2L:21310865-21319527	mock	miR124	OK	474.345	501.905	0.0814768	0.389588	0.63135	0.889524	no
FBgn0000376	-0.00542769515150147	0.576	2949	0.451	133	0.423	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FBgn0000376	crm-RA,crm-RB	chrX:2732468-2738773	mock	miR124	OK	8.57843	9.55991	0.156284	0.352834	0.66665	0.903938	no
FBgn0000377	0.117784625251504	0.561	2109	0.417	120	0.301	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000377	crn-RA	chrX:2247593-2249983	mock	miR124	OK	35.7822	38.3474	0.0998862	0.331677	0.67575	0.90515	no
FBgn0000392	-0.250366709535288	0.538	3354	0.362	486	0.421	466	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	FBgn0000392	cup-RB,cup-RC	chr2L:6663663-6676635	mock	miR124	OK	13.747	13.5577	-0.020003	-0.0334084	0.9667	0.99006	no
FBgn0000394	-0.164640749091503	0.566	774	0.479	607	0.283	512	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000394	cv-RA,cv-RB,cv-RC	chrX:5690001-5695205	mock	miR124	OK	56.2104	49.4223	-0.185676	-0.504994	0.5334	0.849428	no
FBgn0000395	-1.13243300595158	0.597	2256	0.445	1082	0.382	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FBgn0000395	cv-2-RA	chr2R:21355014-21379464	mock	miR124	OK	7.2817	4.38192	-0.732714	-1.55515	0.05975	0.390722	no
FBgn0000404	0.161645195119732	0.513	1476	0.437	510	0.382	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000404	CycA-RA,CycA-RC	chr3L:11826718-11833578	mock	miR124	OK	78.7581	95.1497	0.272772	1.11087	0.1719	0.598666	no
FBgn0000405	0.0389676746915473	0.555	1593	0.404	267	0.413	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000405	CycB-RA,CycB-RB,CycB-RC,CycB-RE	chr2R:22803520-22806948	mock	miR124	OK	114.144	125.206	0.13345	0.563309	0.4794	0.822278	no
FBgn0000409	-0.00100096918097153	0.593	327	0.419	86	0.321	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000409	Cyt-c-p-RA,Cyt-c-p-RB	chr2L:16719931-16722644	mock	miR124	OK	935.339	799.34	-0.226681	-1.001	0.2072	0.646345	no
FBgn0000412	0.0872356744109789	0.595	1068	0.378	307	0.317	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000412	D1-RA,D1-RC,D1-RD	chr3R:9238082-9240654	mock	miR124	OK	90.8261	117.777	0.374876	1.43828	0.07185	0.426048	no
FBgn0000416	0.123745738423755	0.534	2862	0.364	129	0.356	449	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	FBgn0000416	Sap-r-RA,Sap-r-RB	chr3R:30881791-30889062	mock	miR124	FAIL	944.395	865.374	0	0	1	1	no
FBgn0000426	-0.193185573707317	0.581	267	0.397	121	0.354	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000426	SmF-RA	chr2R:12182638-12185506	mock	miR124	OK	247.587	221.411	-0.161208	-0.480152	0.54805	0.855793	no
FBgn0000447	0.145852563530041	0.548	1218	0.333	132	0.32	122	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000447	Dhod-RA,Dhod-RD	chr3R:8651083-8654766	mock	miR124	OK	79.0067	87.3141	0.14424	0.462867	0.564	0.861795	no
FBgn0000454	-0.447651147363754	0.566	1527	0.515	297	0.332	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000454	Dip-B-RA,Dip-B-RB,Dip-B-RC,Dip-B-RD	chr3R:13782287-13785676	mock	miR124	OK	182.411	126.355	-0.529702	-2.18644	0.0079	0.139086	no
FBgn0000455	-0.154000431401522	0.572	1476	0.338	376	0.273	99	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000455	Dip-C-RA,Dip-C-RB	chr3R:12411808-12413759	mock	miR124	OK	38.1341	32.7215	-0.220842	-0.63127	0.43625	0.801429	no
FBgn0000482	-0.21965171890473	0.564	3009	0.465	71	0.309	81	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000482	dor-RA	chrX:1523553-1669297	mock	miR124	OK	26.4127	20.2421	-0.383876	-1.05762	0.1932	0.63226	no
FBgn0000499	0.206365087780484	0.574	1872	0.478	473	0.319	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000499	dsh-RA	chrX:11355880-11358724	mock	miR124	OK	22.3971	27.7114	0.30717	0.959358	0.2396	0.681223	no
FBgn0000520	0.558854610851855	0.595	1779	0.433	134	0.461	89	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000520	dwg-RA	chrX:2727697-2730042	mock	miR124	OK	12.2094	16.9781	0.47569	1.03418	0.19355	0.632557	no
FBgn0000524	-0.175119403628531	0.592	2217	0.461	414	0.359	1197	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000524	dx-RA	chrX:6533998-6538575	mock	miR124	OK	6.29672	6.81492	0.114096	0.244102	0.7673	0.930877	no
FBgn0000536	-0.106641497915434	0.487	1488	0.442	398	0.322	515	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000536	eas-RA,eas-RB,eas-RC,eas-RF,eas-RG,eas-RH,eas-RI,eas-RJ	chrX:16278327-16285618	mock	miR124	OK	47.4709	47.5814	0.00335643	0.0119798	0.98805	0.996724	no
FBgn0000542	0.569435331599599	0.581	5298	0.418	347	0.406	1036	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000542	ec-RA,ec-RB,ec-RC	chrX:3811697-3857621	mock	miR124	OK	15.5357	22.3979	0.527778	1.88424	0.0211	0.238482	no
