utr_id	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr5p8	utr5p7m8	utr5p7A1	utr5p6	utr5po6	utr5p6A1	orf8	orf7m8	orf7A1	orf6	orfo6	orf6A1	utr8C	utr8G	utr8T	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1	utr5	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2.fold_change.	test_stat	p_value	q_value	significant
FBgn0000063	-1.57898802522504	0.51	2019	0.33	100	0.273	22	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000063	Mps1-RA,Mps1-RB	chr3R:17671270-17682515	mock	miR1	OK	17.2042	5.70871	-1.59152	-1.59364	0.07	0.311688	no
FBgn0000064	-0.278236811068621	0.609	1092	0.375	259	0.424	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	FBgn0000064	Ald-RB,Ald-RC,Ald-RD,Ald-RE,Ald-RH,Ald-RI,Ald-RJ,Ald-RK,Ald-RL,Ald-RM	chr3R:26254068-26261591	mock	miR1	OK	109.337	78.3307	-0.481128	-1.65253	0.04075	0.228594	no
FBgn0000071	0.123586158546432	0.593	1026	0.434	387	0.412	420	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	FBgn0000071	Ama-RA,Ama-RB,Ama-RC	chr3R:6762592-6765261	mock	miR1	OK	23.3125	17.6959	-0.397693	-0.862228	0.2809	0.643729	no
FBgn0000077	-0.761791849681315	0.546	855	0.382	275	0.281	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000077	amx-RA,amx-RB	chrX:9243816-9247336	mock	miR1	OK	21.6049	11.7521	-0.878439	-1.43545	0.07395	0.319707	no
FBgn0000083	0.0144572438270534	0.59	975	0.351	94	0.325	388	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	FBgn0000083	AnxB9-RA,AnxB9-RB,AnxB9-RC,AnxB9-RD,AnxB9-RE,AnxB9-RF	chr3R:21065240-21073319	mock	miR1	OK	714.832	775.757	0.117999	0.515876	0.5187	0.815704	no
FBgn0000084	0.470299555993409	0.63	966	0.47	134	0.456	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000084	AnxB10-RA,AnxB10-RB	chrX:20170221-20173514	mock	miR1	OK	209.826	296.969	0.501118	1.97106	0.0148	0.120693	no
FBgn0000094	-0.471448081549328	0.425	174	0.378	37	0.278	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000094	Anp-RA,Anp-RB	chr3R:30209947-30210382	mock	miR1	OK	106.513	99.6174	-0.096556	-0.12206	0.85965	0.951736	no
FBgn0000097	-0.264164006501175	0.576	2199	0.457	1056	0.35	1681	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000097	aop-RA,aop-RB,aop-RC,aop-RD,aop-RE	chr2L:2155752-2178754	mock	miR1	OK	9.73691	5.12377	-0.926258	-2.04767	0.0163	0.128624	no
FBgn0000100	0.255065868396015	0.593	954	0.47	202	0.517	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000100	RpLP0-RA,RpLP0-RB	chr3L:22075866-22077487	mock	miR1	OK	3440	4812.48	0.484375	2.37272	0.0035	0.0457188	yes
FBgn0000109	-0.319442162537118	0.545	549	0.383	107	0.298	238	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000109	Aprt-RA,Aprt-RC,Aprt-RD	chr3L:1883794-1885019	mock	miR1	OK	24.9118	19.5577	-0.349098	-0.619406	0.4524	0.777197	no
FBgn0000115	-0.0597553009526831	0.586	543	0.38	142	0.371	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000115	Arl1-RA	chr3L:15983134-15987815	mock	miR1	OK	128.293	124.164	-0.0471894	-0.126455	0.8781	0.957844	no
FBgn0000116	-0.432706937171067	0.578	1689	0.421	330	0.428	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000116	Argk-RA,Argk-RB,Argk-RC,Argk-RD,Argk-RE,Argk-RG,Argk-RH	chr3L:9048780-9066027	mock	miR1	OK	9.92573	13.9578	0.491822	0.856361	0.29585	0.656819	no
FBgn0000117	0.163501734985911	0.566	2532	0.479	259	0.431	429	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	FBgn0000117	arm-RA,arm-RB,arm-RC,arm-RD,arm-RE,arm-RF	chrX:1890255-1900646	mock	miR1	OK	251.014	288.449	0.200551	0.911717	0.26	0.626243	no
FBgn0000119	0.556221417485639	0.531	5037	0.466	191	0.289	796	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	FBgn0000119	arr-RA	chr2R:13453639-13483229	mock	miR1	OK	10.9633	10.2906	-0.0913647	-0.288325	0.71905	0.904035	no
FBgn0000139	0.59439323929663	0.548	1671	0.471	104	0.299	174	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	FBgn0000139	ash2-RB,ash2-RC,ash2-RE	chr3R:24650124-24654820	mock	miR1	OK	39.0171	77.7964	0.995595	2.85379	0.00105	0.0195439	yes
FBgn0000140	-0.838409035066342	0.515	5865	0.401	192	0.253	281	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	FBgn0000140	asp-RA	chr3R:24753848-24760513	mock	miR1	OK	16.8032	8.42992	-0.995145	-3.19911	0.00015	0.00423649	yes
FBgn0000147	-0.375646483838316	0.541	1236	0.458	168	0.249	173	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	FBgn0000147	aurA-RA	chr3R:11963123-11967691	mock	miR1	OK	31.4863	24.1029	-0.385517	-0.671329	0.40375	0.744125	no
FBgn0000150	-0.399689677398231	0.606	507	0.485	134	0.337	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000150	awd-RC,awd-RD,awd-RE	chr3R:31744281-31746077	mock	miR1	OK	4796.42	3852.15	-0.316296	-1.51629	0.06145	0.290004	no
FBgn0000152	0.225534532947003	0.537	1941	0.404	455	0.408	179	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000152	Axs-RA	chrX:16679296-16683895	mock	miR1	OK	15.1005	20.827	0.46386	1.26544	0.112	0.412113	no
FBgn0000173	-0.334579021333475	0.564	456	0.427	358	0.295	1189	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000173	ben-RA,ben-RB,ben-RC,ben-RD,ben-RE	chrX:13996344-13999805	mock	miR1	OK	50.574	33.1704	-0.608499	-1.37381	0.09105	0.363951	no
FBgn0000181	0.261365335964531	0.608	510	0.415	82	0.426	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	FBgn0000181	bic-RA,bic-RB	chr2R:12870248-12871794	mock	miR1	OK	1332.32	1699.07	0.3508	1.62456	0.04245	0.234003	no
FBgn0000183	-0.292905307729066	0.526	2409	0.464	891	0.329	849	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	FBgn0000183	BicD-RB,BicD-RC,BicD-RD	chr2L:17459604-17474773	mock	miR1	OK	22.1072	13.9939	-0.659719	-1.2831	0.1204	0.425471	no
FBgn0000212	-0.232835954118507	0.549	4977	0.433	127	0.294	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000212	brm-RA,brm-RB,brm-RC,brm-RD,brm-RF	chr3L:15970081-15982869	mock	miR1	OK	50.9059	37.0258	-0.459301	-1.8645	0.02265	0.15855	no
FBgn0000221	-0.0354249422370189	0.599	978	0.34	144	0.369	328	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000221	brn-RA	chrX:4104341-4105791	mock	miR1	OK	14.4589	21.5405	0.575101	1.17344	0.1463	0.467534	no
FBgn0000228	0.0172423526758748	0.566	3357	0.468	359	0.337	950	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000228	Bsg25D-RB,Bsg25D-RC,Bsg25D-RD,Bsg25D-RE,Bsg25D-RF,Bsg25D-RG,Bsg25D-RH	chr2L:5271727-5278548	mock	miR1	OK	12.5249	10.4334	-0.26359	-0.619776	0.44125	0.769784	no
FBgn0000229	-0.556635282284044	0.452	1119	0.415	532	0.26	146	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000229	bsk-RB,bsk-RE,bsk-RF	chr2L:10247501-10250501	mock	miR1	OK	51.5377	33.0592	-0.640575	-2.02191	0.01305	0.110105	no
FBgn0000239	-0.229278589676947	0.508	2052	0.503	372	0.327	692	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000239	bur-RB,bur-RC	chr2L:21174181-21179683	mock	miR1	OK	31.8137	25.1397	-0.339679	-1.14204	0.1551	0.483563	no
FBgn0000244	0.344035355716317	0.555	2163	0.407	27	0.394	2584	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	1	FBgn0000244	by-RA,by-RC,by-RD	chr3R:9528237-9533011	mock	miR1	OK	5.83443	6.41535	0.136937	0.256908	0.74785	0.916335	no
FBgn0000247	0.662275467785162	0.553	5886	0.515	524	0.367	616	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000247	ca-RA,ca-RC	chr3R:29803195-29816451	mock	miR1	OK	27.16	36.3019	0.41856	0.8839	0.26815	0.632543	no
FBgn0000250	-0.206202560023479	0.564	1503	0.415	159	0.379	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	FBgn0000250	cact-RA,cact-RB,cact-RC,cact-RD,cact-RE	chr2L:16310955-16326207	mock	miR1	OK	40.6258	40.411	-0.00764611	-0.0162798	0.9833	0.993176	no
FBgn0000253	0.374184444483243	0.533	450	0.406	207	0.349	5015	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	FBgn0000253	Cam-RA,Cam-RB,Cam-RC,Cam-RD,Cam-RE	chr2R:12259397-12278809	mock	miR1	OK	34.0849	24.6507	-0.467504	-1.07102	0.18	0.523121	no
FBgn0000256	0.699783163065113	0.559	4086	0.399	281	0.353	184	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	FBgn0000256	capu-RA,capu-RB,capu-RD,capu-RE,capu-RF,capu-RG,capu-RH,capu-RI,capu-RJ	chr2L:3872645-3902860	mock	miR1	OK	61.475	93.3058	0.601967	2.54013	0.0019	0.0291985	yes
FBgn0000257	-0.658033874565324	0.601	1920	0.502	235	0.361	1018	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	FBgn0000257	car-RA,car-RC	chrX:19566018-19569401	mock	miR1	OK	17.8184	12.1295	-0.554851	-1.49767	0.0655	0.301721	no
FBgn0000259	0.163697688626877	0.507	708	0.43	158	0.358	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	FBgn0000259	CkIIbeta-RB,CkIIbeta-RC,CkIIbeta-RD,CkIIbeta-RE,CkIIbeta-RF,CkIIbeta-RG,CkIIbeta-RH,CkIIbeta-RI,CkIIbeta-RJ,CkIIbeta-RK	chrX:11792532-11801587	mock	miR1	OK	15.4618	14.9364	-0.0498756	-0.0785694	0.92455	0.975087	no
FBgn0000261	0.00777179980620085	0.569	1521	0.412	182	0.352	290	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	FBgn0000261	Cat-RA	chr3L:18822603-18828188	mock	miR1	OK	170.198	129.625	-0.392865	-1.6372	0.0426	0.234653	no
FBgn0000276	1.1706760898782	0.526	192	0.351	74	0.205	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000276	CecA1-RA	chr3R:30210873-30211273	mock	miR1	OK	596.903	1389.96	1.21947	4.54177	5e-05	0.00167775	yes
FBgn0000277	1.33443643891863	0.505	192	0.378	82	0.198	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000277	CecA2-RA	chr3R:30212155-30212568	mock	miR1	OK	241.453	460.316	0.930883	2.70872	0.00255	0.036575	yes
FBgn0000278	0.902953228263628	0.536	192	0.444	72	0.267	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000278	CecB-RA	chr3R:30213314-30213797	mock	miR1	OK	63.9103	101.499	0.667339	1.27716	0.1252	0.432611	no
FBgn0000279	1.00006727239238	0.552	192	0.323	93	0.376	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000279	CecC-RA	chr3R:30216483-30216938	mock	miR1	OK	72.0581	157.505	1.12817	2.40875	0.0085	0.0834597	no
FBgn0000283	-0.337360907300273	0.524	3291	0.489	274	0.337	611	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000283	Cp190-RA,Cp190-RB	chr3R:15268661-15275241	mock	miR1	OK	28.2843	15.8819	-0.832617	-2.76942	0.00055	0.0120818	yes
FBgn0000289	-0.220032294030756	0.574	2514	0.443	754	0.388	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	FBgn0000289	cg-RA,cg-RB,cg-RC,cg-RD,cg-RF,cg-RI,cg-RJ,cg-RK,cg-RL,cg-RM,cg-RN	chr2R:14173692-14182838	mock	miR1	OK	21.3859	16.2816	-0.393415	-1.21611	0.13175	0.442626	no
FBgn0000299	0.775439710426703	0.616	5340	0.502	219	0.36	542	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	FBgn0000299	Cg25C-RA,Cg25C-RB,Cg25C-RC	chr2L:5029608-5037279	mock	miR1	OK	1513.41	2278.59	0.590337	2.72278	0.00095	0.01805	yes
FBgn0000308	-0.109452353657855	0.583	381	0.48	248	0.36	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	FBgn0000308	chic-RA,chic-RB,chic-RC,chic-RD,chic-RE,chic-RF	chr2L:5972114-5981018	mock	miR1	OK	370.992	303.404	-0.290145	-1.1981	0.13385	0.445456	no
FBgn0000316	-0.415289319055942	0.483	1806	0.325	120	0.272	184	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000316	cin-RA,cin-RB	chrX:255673-263999	mock	miR1	OK	37.1378	23.9999	-0.629857	-1.94374	0.01845	0.139279	no
FBgn0000317	-2.49561654472712	0.501	6504	0.463	449	0.266	451	0	0	0	0	0	1	0	0	0	1	1	3	0	1	0	0	1	1	1	0	1	0	FBgn0000317	ck-RA,ck-RB,ck-RC,ck-RD	chr2L:15044962-15057862	mock	miR1	OK	10.9676	1.36825	-3.00285	-5.98212	5e-05	0.00167775	yes
FBgn0000318	0.230149637227996	0.577	381	0.47	215	0.344	93	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000318	cl-RA,cl-RB,cl-RC	chr2L:5520134-5523898	mock	miR1	OK	854.309	1018.81	0.25406	1.03117	0.2001	0.554654	no
FBgn0000319	-0.416807674632807	0.522	5037	0.353	470	0.262	286	0	0	0	0	0	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	FBgn0000319	Chc-RA,Chc-RB,Chc-RC,Chc-RD,Chc-RE,Chc-RF,Chc-RG	chrX:15827985-15835490	mock	miR1	OK	289.425	175.667	-0.720345	-3.49304	5e-05	0.00167775	yes
FBgn0000326	0.504509496452086	0.525	1689	0.411	107	0.312	48	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000326	clt-RA	chr2R:21617060-21619079	mock	miR1	OK	19.6872	30.0859	0.611833	1.62778	0.05475	0.270423	no
FBgn0000330	-0.40010632180087	0.552	1248	0.315	54	0.426	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	FBgn0000330	cm-RA,cm-RB	chrX:7009005-7011145	mock	miR1	OK	23.7966	20.8963	-0.187507	-0.426742	0.5932	0.853896	no
FBgn0000339	0.442508404698874	0.455	435	0.442	86	0.349	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000339	cni-RA,cni-RB,cni-RC	chr2L:16309291-16310726	mock	miR1	OK	147.927	227.345	0.619997	2.24146	0.0064	0.0689485	no
FBgn0000352	-0.470310398720457	0.554	3606	0.463	136	0.334	1021	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	FBgn0000352	cos-RA,cos-RB	chr2R:7382175-7387115	mock	miR1	OK	10.7412	6.39454	-0.748239	-1.94723	0.0183	0.138811	no
FBgn0000370	-0.22745281895531	0.513	1146	0.412	628	0.343	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000370	crc-RA,crc-RB,crc-RE,crc-RF	chr2L:21310865-21319527	mock	miR1	OK	465.006	359.769	-0.370179	-1.73821	0.03275	0.199141	no
FBgn0000376	0.343145395265494	0.576	2949	0.451	133	0.423	755	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	FBgn0000376	crm-RA,crm-RB	chrX:2732468-2738773	mock	miR1	OK	8.41091	10.7745	0.357282	0.831386	0.2999	0.660575	no
FBgn0000377	0.218614159969289	0.561	2109	0.417	120	0.301	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000377	crn-RA	chrX:2247593-2249983	mock	miR1	OK	35.0791	43.926	0.324466	1.10157	0.1763	0.520434	no
FBgn0000392	-0.866221157788077	0.538	3354	0.362	486	0.421	466	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000392	cup-RB,cup-RC	chr2L:6663663-6676635	mock	miR1	OK	13.4804	7.21565	-0.901661	-1.17954	0.139	0.454125	no
FBgn0000394	0.0297285000083419	0.566	774	0.479	607	0.283	512	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000394	cv-RA,cv-RB,cv-RC	chrX:5690001-5695205	mock	miR1	OK	55.1403	57.4109	0.0582191	0.162407	0.8405	0.94676	no
FBgn0000395	0.55670724161541	0.597	2256	0.445	1082	0.382	991	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	FBgn0000395	cv-2-RA	chr2R:21355014-21379464	mock	miR1	OK	7.14654	8.58124	0.263941	0.651329	0.4262	0.761332	no
FBgn0000404	-0.676762686894026	0.513	1476	0.437	510	0.382	933	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	FBgn0000404	CycA-RA,CycA-RC	chr3L:11826718-11833578	mock	miR1	OK	77.1987	43.4373	-0.829642	-3.16553	1e-04	0.00304792	yes
FBgn0000405	-0.246580317759743	0.555	1593	0.404	267	0.413	773	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	FBgn0000405	CycB-RA,CycB-RB,CycB-RC,CycB-RE	chr2R:22803520-22806948	mock	miR1	OK	111.888	92.2587	-0.278295	-1.16	0.14745	0.469772	no
FBgn0000409	-0.276744480821803	0.593	327	0.419	86	0.321	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000409	Cyt-c-p-RA,Cyt-c-p-RB	chr2L:16719931-16722644	mock	miR1	OK	917.324	755.495	-0.280009	-1.22065	0.12425	0.431162	no
FBgn0000412	-0.680596863509683	0.595	1068	0.378	307	0.317	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	FBgn0000412	D1-RA,D1-RC,D1-RD	chr3R:9238082-9240654	mock	miR1	OK	89.0367	55.2014	-0.689696	-2.46309	0.00335	0.0444741	yes
FBgn0000416	-0.340491588423818	0.534	2862	0.364	129	0.356	449	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	FBgn0000416	Sap-r-RA,Sap-r-RB	chr3R:30881791-30889062	mock	miR1	OK	926.477	710.179	-0.383573	-1.89586	0.02045	0.148111	no
FBgn0000426	-0.499207512543299	0.581	267	0.397	121	0.354	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000426	SmF-RA	chr2R:12182638-12185506	mock	miR1	OK	242.655	183.833	-0.400514	-1.16045	0.15125	0.476073	no
FBgn0000447	-0.220276777262212	0.548	1218	0.333	132	0.32	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000447	Dhod-RA,Dhod-RD	chr3R:8651083-8654766	mock	miR1	OK	77.4797	73.2055	-0.0818658	-0.250839	0.75185	0.917576	no
FBgn0000454	0.435279574525956	0.566	1527	0.515	297	0.332	223	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000454	Dip-B-RA,Dip-B-RB,Dip-B-RC,Dip-B-RD	chr3R:13782287-13785676	mock	miR1	OK	178.929	231.463	0.371394	1.59967	0.0476	0.25083	no
FBgn0000455	-0.139326079178508	0.572	1476	0.338	376	0.273	99	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000455	Dip-C-RA,Dip-C-RB	chr3R:12411808-12413759	mock	miR1	OK	37.3587	42.4022	0.182692	0.550217	0.4994	0.807395	no
FBgn0000482	-0.165908663670954	0.564	3009	0.465	71	0.309	81	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000482	dor-RA	chrX:1523553-1669297	mock	miR1	OK	25.9127	24.5975	-0.0751495	-0.21068	0.7899	0.931804	no
FBgn0000499	-0.0989132371731195	0.574	1872	0.478	473	0.319	499	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000499	dsh-RA	chrX:11355880-11358724	mock	miR1	OK	21.9474	22.9037	0.0615333	0.18892	0.8221	0.943024	no
FBgn0000520	-0.138057023679864	0.595	1779	0.433	134	0.461	89	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000520	dwg-RA	chrX:2727697-2730042	mock	miR1	OK	11.967	13.7449	0.199833	0.418158	0.60365	0.8571	no
FBgn0000524	-0.392047984065325	0.592	2217	0.461	414	0.359	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	FBgn0000524	dx-RA	chrX:6533998-6538575	mock	miR1	OK	6.17179	3.45489	-0.83705	-1.55274	0.06185	0.290954	no
FBgn0000536	-0.133142969570779	0.487	1488	0.442	398	0.322	515	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	FBgn0000536	eas-RA,eas-RB,eas-RC,eas-RF,eas-RG,eas-RH,eas-RI,eas-RJ	chrX:16278327-16285618	mock	miR1	OK	46.5577	43.2008	-0.107964	-0.384159	0.63245	0.869735	no
