utr_id	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr5p8	utr5p7m8	utr5p7A1	utr5p6	utr5po6	utr5p6A1	orf8	orf7m8	orf7A1	orf6	orfo6	orf6A1	utr8C	utr8G	utr8T	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1	utr5	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2.fold_change.	test_stat	p_value	q_value	significant
FBgn0000063	0.318692714431188	0.51	2019	0.33	100	0.273	22	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000063	Mps1-RA,Mps1-RB	chr3R:17671270-17682515	mock	miR92a	OK	17.6145	26.2531	0.575726	0.675126	0.30395	0.757826	no
FBgn0000064	0.177687560328191	0.609	1092	0.375	259	0.424	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	FBgn0000064	Ald-RB,Ald-RC,Ald-RD,Ald-RE,Ald-RH,Ald-RI,Ald-RJ,Ald-RK,Ald-RL,Ald-RM	chr3R:26254068-26261591	mock	miR92a	OK	111.786	121.242	0.117146	0.424733	0.60085	0.897229	no
FBgn0000071	0.921641912509225	0.593	1026	0.434	387	0.412	420	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	FBgn0000071	Ama-RA,Ama-RB,Ama-RC	chr3R:6762592-6765261	mock	miR92a	OK	23.7902	14.5281	-0.711521	-1.45939	0.07235	0.401204	no
FBgn0000077	-0.334586710414836	0.546	855	0.382	275	0.281	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000077	amx-RA,amx-RB	chrX:9243816-9247336	mock	miR92a	OK	22.1023	14.9444	-0.564593	-0.979762	0.22725	0.693468	no
FBgn0000083	-0.454157318265926	0.59	975	0.351	94	0.325	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000083	AnxB9-RA,AnxB9-RB,AnxB9-RC,AnxB9-RD,AnxB9-RE,AnxB9-RF	chr3R:21065240-21073319	mock	miR92a	OK	731.072	513.099	-0.510776	-2.16227	0.00675	0.081225	no
FBgn0000084	-1.03123366850836	0.63	966	0.47	134	0.456	147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	FBgn0000084	AnxB10-RA,AnxB10-RB	chrX:20170221-20173514	mock	miR92a	OK	214.55	107.114	-1.00217	-3.56572	5e-05	0.00162613	yes
FBgn0000094	0.0289604062509464	0.425	174	0.378	37	0.278	162	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	FBgn0000094	Anp-RA,Anp-RB	chr3R:30209947-30210382	mock	miR92a	OK	109.072	128.507	0.236571	0.290034	0.67825	0.920845	no
FBgn0000097	0.115782411819336	0.576	2199	0.457	1056	0.35	1681	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	2	FBgn0000097	aop-RA,aop-RB,aop-RC,aop-RD,aop-RE	chr2L:2155752-2178754	mock	miR92a	OK	9.95953	10.2449	0.0407633	0.104054	0.90355	0.976808	no
FBgn0000100	0.392311762828164	0.593	954	0.47	202	0.517	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FBgn0000100	RpLP0-RA,RpLP0-RB	chr3L:22075866-22077487	mock	miR92a	OK	3518.27	3919.77	0.155903	0.774005	0.33305	0.781991	no
FBgn0000109	-0.497992905890707	0.545	549	0.383	107	0.298	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000109	Aprt-RA,Aprt-RC,Aprt-RD	chr3L:1883794-1885019	mock	miR92a	OK	25.4568	18.4606	-0.4636	-0.80548	0.32635	0.774826	no
FBgn0000115	-0.336211776497034	0.586	543	0.38	142	0.371	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000115	Arl1-RA	chr3L:15983134-15987815	mock	miR92a	OK	131.283	100.328	-0.387951	-0.986923	0.2185	0.683277	no
FBgn0000116	-1.65527495510811	0.578	1689	0.421	330	0.428	495	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000116	Argk-RA,Argk-RB,Argk-RC,Argk-RD,Argk-RE,Argk-RG,Argk-RH	chr3L:9048780-9066027	mock	miR92a	OK	10.1509	7.90598	-0.360589	-0.563091	0.48845	0.858142	no
FBgn0000117	-0.237669105653377	0.566	2532	0.479	259	0.431	429	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	FBgn0000117	arm-RA,arm-RB,arm-RC,arm-RD,arm-RE,arm-RF	chrX:1890255-1900646	mock	miR92a	OK	256.819	218.871	-0.230672	-1.04778	0.19435	0.646376	no
FBgn0000119	0.59135532328861	0.531	5037	0.466	191	0.289	796	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	2	FBgn0000119	arr-RA	chr2R:13453639-13483229	mock	miR92a	OK	11.2193	10.7315	-0.0641226	-0.201906	0.80485	0.95472	no
FBgn0000139	0.951083656077612	0.548	1671	0.471	104	0.299	174	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000139	ash2-RB,ash2-RC,ash2-RE	chr3R:24650124-24654820	mock	miR92a	OK	39.9534	78.4846	0.974091	2.79439	0.00165	0.0283643	yes
FBgn0000140	0.11419254797653	0.515	5865	0.401	192	0.253	281	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	FBgn0000140	asp-RA	chr3R:24753848-24760513	mock	miR92a	OK	17.2042	24.0484	0.48318	1.77567	0.0299	0.232377	no
FBgn0000147	0.228158747760474	0.541	1236	0.458	168	0.249	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000147	aurA-RA	chr3R:11963123-11967691	mock	miR92a	OK	32.2095	39.4974	0.294274	0.595195	0.44355	0.837253	no
FBgn0000150	0.189106575550972	0.606	507	0.485	134	0.337	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000150	awd-RC,awd-RD,awd-RE	chr3R:31744281-31746077	mock	miR92a	OK	4906.04	4695.14	-0.0633918	-0.307565	0.69925	0.92838	no
FBgn0000152	-0.344010529280105	0.537	1941	0.404	455	0.408	179	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	FBgn0000152	Axs-RA	chrX:16679296-16683895	mock	miR92a	OK	15.4404	13.35	-0.209862	-0.524843	0.52245	0.871118	no
FBgn0000173	0.1268962381835	0.564	456	0.427	358	0.295	1189	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000173	ben-RA,ben-RB,ben-RC,ben-RD,ben-RE	chrX:13996344-13999805	mock	miR92a	OK	51.7354	50.0382	-0.0481239	-0.117225	0.88605	0.969679	no
FBgn0000181	0.329417013420414	0.608	510	0.415	82	0.426	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000181	bic-RA,bic-RB	chr2R:12870248-12871794	mock	miR92a	OK	1363.08	1641.7	0.268314	1.25109	0.11945	0.524592	no
FBgn0000183	-0.494312900075261	0.526	2409	0.464	891	0.329	849	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	FBgn0000183	BicD-RB,BicD-RC,BicD-RD	chr2L:17459604-17474773	mock	miR92a	OK	22.6203	17.7121	-0.352882	-0.718834	0.373	0.804604	no
FBgn0000212	-0.112044005952422	0.549	4977	0.433	127	0.294	235	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000212	brm-RA,brm-RB,brm-RC,brm-RD,brm-RF	chr3L:15970081-15982869	mock	miR92a	OK	52.0801	50.3718	-0.0481155	-0.201769	0.8048	0.95472	no
FBgn0000221	-1.86816264588268	0.599	978	0.34	144	0.369	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	FBgn0000221	brn-RA	chrX:4104341-4105791	mock	miR92a	OK	14.8051	5.60835	-1.40045	-2.10941	0.0182	0.165705	no
FBgn0000228	0.153860116617088	0.566	3357	0.468	359	0.337	950	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	FBgn0000228	Bsg25D-RB,Bsg25D-RC,Bsg25D-RD,Bsg25D-RE,Bsg25D-RF,Bsg25D-RG,Bsg25D-RH	chr2L:5271727-5278548	mock	miR92a	OK	12.8069	13.9638	0.124775	0.312342	0.69655	0.927192	no
FBgn0000229	0.0786988355240647	0.452	1119	0.415	532	0.26	146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000229	bsk-RB,bsk-RE,bsk-RF	chr2L:10247501-10250501	mock	miR92a	OK	52.7744	63.6839	0.271091	0.930156	0.24715	0.712204	no
FBgn0000239	0.248470023232402	0.508	2052	0.503	372	0.327	692	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	FBgn0000239	bur-RB,bur-RC	chr2L:21174181-21179683	mock	miR92a	OK	32.567	39.8802	0.292262	1.02687	0.2007	0.657167	no
FBgn0000244	-0.0761923980813549	0.555	2163	0.407	27	0.394	2584	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	1	3	FBgn0000244	by-RA,by-RC,by-RD	chr3R:9528237-9533011	mock	miR92a	OK	5.97249	7.88079	0.400008	0.781183	0.331	0.780556	no
FBgn0000247	0.164177184533609	0.553	5886	0.515	524	0.367	616	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	FBgn0000247	ca-RA,ca-RC	chr3R:29803195-29816451	mock	miR92a	OK	27.7918	35.379	0.348235	0.766404	0.34215	0.788657	no
FBgn0000250	-0.170455550037724	0.564	1503	0.415	159	0.379	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	FBgn0000250	cact-RA,cact-RB,cact-RC,cact-RD,cact-RE	chr2L:16310955-16326207	mock	miR92a	OK	41.5765	41.0141	-0.0196501	-0.0379244	0.96565	0.992942	no
FBgn0000253	-0.271110387814461	0.533	450	0.406	207	0.349	5015	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	3	FBgn0000253	Cam-RA,Cam-RB,Cam-RC,Cam-RD,Cam-RE	chr2R:12259397-12278809	mock	miR92a	OK	34.8021	29.2682	-0.249841	-0.517081	0.5252	0.872313	no
FBgn0000256	-0.787387633741504	0.559	4086	0.399	281	0.353	184	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	FBgn0000256	capu-RA,capu-RB,capu-RD,capu-RE,capu-RF,capu-RG,capu-RH,capu-RI,capu-RJ	chr2L:3872645-3902860	mock	miR92a	OK	62.8627	37.0274	-0.763612	-2.96196	5e-04	0.0110736	yes
FBgn0000257	-0.325207012884025	0.601	1920	0.502	235	0.361	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	FBgn0000257	car-RA,car-RC	chrX:19566018-19569401	mock	miR92a	OK	18.2287	13.6948	-0.412585	-1.13211	0.1623	0.606704	no
FBgn0000259	-0.0381966606602557	0.507	708	0.43	158	0.358	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000259	CkIIbeta-RB,CkIIbeta-RC,CkIIbeta-RD,CkIIbeta-RE,CkIIbeta-RF,CkIIbeta-RG,CkIIbeta-RH,CkIIbeta-RI,CkIIbeta-RJ,CkIIbeta-RK	chrX:11792532-11801587	mock	miR92a	OK	15.8207	19.6955	0.316049	0.515711	0.5285	0.873574	no
FBgn0000261	0.0695309434601165	0.569	1521	0.412	182	0.352	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	FBgn0000261	Cat-RA	chr3L:18822603-18828188	mock	miR92a	OK	174.07	110.61	-0.65419	-2.70393	6e-04	0.0128546	yes
FBgn0000276	-1.08435798589443	0.526	192	0.351	74	0.205	73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000276	CecA1-RA	chr3R:30210873-30211273	mock	miR92a	OK	610.137	260.871	-1.2258	-3.57169	5e-05	0.00162613	yes
FBgn0000277	-1.37753129900626	0.505	192	0.378	82	0.198	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000277	CecA2-RA	chr3R:30212155-30212568	mock	miR92a	OK	246.541	64.9516	-1.92439	-3.60638	0.00045	0.0101531	yes
FBgn0000278	-0.767116906390126	0.536	192	0.444	72	0.267	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000278	CecB-RA	chr3R:30213314-30213797	mock	miR92a	OK	65.3861	28.3839	-1.20391	-1.73582	0.03785	0.26977	no
FBgn0000279	-0.0348169733672367	0.552	192	0.323	93	0.376	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000279	CecC-RA	chr3R:30216483-30216938	mock	miR92a	OK	73.6648	74.5534	0.0172982	0.0315874	0.96805	0.992942	no
FBgn0000283	-0.00717039490744852	0.524	3291	0.489	274	0.337	611	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000283	Cp190-RA,Cp190-RB	chr3R:15268661-15275241	mock	miR92a	OK	28.9382	31.1359	0.105602	0.383163	0.63415	0.906213	no
FBgn0000289	0.250733051559469	0.574	2514	0.443	754	0.388	1460	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	FBgn0000289	cg-RA,cg-RB,cg-RC,cg-RD,cg-RF,cg-RI,cg-RJ,cg-RK,cg-RL,cg-RM,cg-RN	chr2R:14173692-14182838	mock	miR92a	OK	21.8996	31.6816	0.532742	1.74382	0.0323	0.244195	no
FBgn0000299	-0.203695334130606	0.616	5340	0.502	219	0.36	542	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	FBgn0000299	Cg25C-RA,Cg25C-RB,Cg25C-RC	chr2L:5029608-5037279	mock	miR92a	OK	1547.06	834.02	-0.891375	-4.32069	5e-05	0.00162613	yes
FBgn0000308	0.0602411023706842	0.583	381	0.48	248	0.36	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	FBgn0000308	chic-RA,chic-RB,chic-RC,chic-RD,chic-RE,chic-RF	chr2L:5972114-5981018	mock	miR92a	OK	379.73	358.591	-0.0826346	-0.346925	0.66685	0.918278	no
FBgn0000316	0.402781205612245	0.483	1806	0.325	120	0.272	184	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	FBgn0000316	cin-RA,cin-RB	chrX:255673-263999	mock	miR92a	OK	37.9917	39.1183	0.0421594	0.139142	0.86045	0.965228	no
FBgn0000317	-0.34169418216243	0.501	6504	0.463	449	0.266	451	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	1	1	0	0	0	FBgn0000317	ck-RA,ck-RB,ck-RC,ck-RD	chr2L:15044962-15057862	mock	miR92a	OK	11.2178	9.47692	-0.243294	-0.796217	0.3198	0.772226	no
FBgn0000318	-0.216964227709891	0.577	381	0.47	215	0.344	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000318	cl-RA,cl-RB,cl-RC	chr2L:5520134-5523898	mock	miR92a	OK	874.08	590.127	-0.566739	-2.1706	0.00705	0.0837187	no
FBgn0000319	-0.226630401999616	0.522	5037	0.353	470	0.262	286	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	FBgn0000319	Chc-RA,Chc-RB,Chc-RC,Chc-RD,Chc-RE,Chc-RF,Chc-RG	chrX:15827985-15835490	mock	miR92a	OK	296.163	268.327	-0.142396	-0.696255	0.3917	0.818129	no
FBgn0000326	-0.0193344963880883	0.525	1689	0.411	107	0.312	48	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	FBgn0000326	clt-RA	chr2R:21617060-21619079	mock	miR92a	OK	20.1416	17.8153	-0.177061	-0.428297	0.59705	0.896755	no
FBgn0000330	-0.118779746003015	0.552	1248	0.315	54	0.426	472	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	FBgn0000330	cm-RA,cm-RB	chrX:7009005-7011145	mock	miR92a	OK	24.3639	27.0947	0.153266	0.367423	0.64835	0.912377	no
FBgn0000339	0.0204238379499296	0.455	435	0.442	86	0.349	611	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000339	cni-RA,cni-RB,cni-RC	chr2L:16309291-16310726	mock	miR92a	OK	151.358	139.092	-0.121924	-0.424415	0.59695	0.896755	no
FBgn0000352	0.846731730864349	0.554	3606	0.463	136	0.334	1021	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	FBgn0000352	cos-RA,cos-RB	chr2R:7382175-7387115	mock	miR92a	OK	10.996	19.6904	0.840517	2.61941	0.0022	0.0356944	yes
FBgn0000370	0.283238351493448	0.513	1146	0.412	628	0.343	470	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000370	crc-RA,crc-RB,crc-RE,crc-RF	chr2L:21310865-21319527	mock	miR92a	OK	476.077	530.948	0.157374	0.756764	0.35045	0.792685	no
FBgn0000376	0.26937498492833	0.576	2949	0.451	133	0.423	755	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	FBgn0000376	crm-RA,crm-RB	chrX:2732468-2738773	mock	miR92a	OK	8.60708	11.6291	0.434144	1.01571	0.2066	0.664054	no
FBgn0000377	0.192135875175623	0.561	2109	0.417	120	0.301	103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000377	crn-RA	chrX:2247593-2249983	mock	miR92a	OK	35.8958	42.5127	0.244079	0.824609	0.30445	0.757826	no
FBgn0000392	0.227378888608004	0.538	3354	0.362	486	0.421	466	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	FBgn0000392	cup-RB,cup-RC	chr2L:6663663-6676635	mock	miR92a	OK	13.7935	16.3663	0.246736	0.435527	0.59325	0.894957	no
FBgn0000394	-0.798088539302872	0.566	774	0.479	607	0.283	512	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	FBgn0000394	cv-RA,cv-RB,cv-RC	chrX:5690001-5695205	mock	miR92a	OK	56.4062	26.2757	-1.10213	-2.70264	0.0012	0.0220458	yes
FBgn0000395	-1.26990254324117	0.597	2256	0.445	1082	0.382	991	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	FBgn0000395	cv-2-RA	chr2R:21355014-21379464	mock	miR92a	OK	7.30901	3.095	-1.23973	-2.40915	0.0075	0.0867788	no
FBgn0000404	0.180595764425916	0.513	1476	0.437	510	0.382	933	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000404	CycA-RA,CycA-RC	chr3L:11826718-11833578	mock	miR92a	OK	79.0331	94.1258	0.252133	1.02525	0.20145	0.658727	no
FBgn0000405	-0.0667180707071026	0.555	1593	0.404	267	0.413	773	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	FBgn0000405	CycB-RA,CycB-RB,CycB-RC,CycB-RE	chr2R:22803520-22806948	mock	miR92a	OK	114.54	117.069	0.0315001	0.132351	0.8645	0.965586	no
FBgn0000409	-0.298321715017092	0.593	327	0.419	86	0.321	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000409	Cyt-c-p-RA,Cyt-c-p-RB	chr2L:16719931-16722644	mock	miR92a	OK	938.324	681.95	-0.46042	-2.00915	0.01155	0.11795	no
FBgn0000412	0.186016628984402	0.595	1068	0.378	307	0.317	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000412	D1-RA,D1-RC,D1-RD	chr3R:9238082-9240654	mock	miR92a	OK	91.1424	116.989	0.360175	1.39164	0.0866	0.447568	no
FBgn0000416	-0.663895472919326	0.534	2862	0.364	129	0.356	449	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000416	Sap-r-RA,Sap-r-RB	chr3R:30881791-30889062	mock	miR92a	OK	947.675	595.968	-0.669159	-3.34269	1e-04	0.00287649	yes
FBgn0000426	0.286351349441484	0.581	267	0.397	121	0.354	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000426	SmF-RA	chr2R:12182638-12185506	mock	miR92a	OK	248.415	288.476	0.215698	0.665118	0.4125	0.824175	no
FBgn0000447	0.214334256092356	0.548	1218	0.333	132	0.32	122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	FBgn0000447	Dhod-RA,Dhod-RD	chr3R:8651083-8654766	mock	miR92a	OK	79.2665	93.7713	0.242436	0.780808	0.33245	0.781207	no
FBgn0000454	0.159712992609296	0.566	1527	0.515	297	0.332	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000454	Dip-B-RA,Dip-B-RB,Dip-B-RC,Dip-B-RD	chr3R:13782287-13785676	mock	miR92a	OK	183	151.646	-0.271136	-1.13656	0.15615	0.597141	no
FBgn0000455	-0.0174637313732906	0.572	1476	0.338	376	0.273	99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000455	Dip-C-RA,Dip-C-RB	chr3R:12411808-12413759	mock	miR92a	OK	38.2521	38.6542	0.0150865	0.0448263	0.9564	0.989994	no
FBgn0000482	0.185024963593749	0.564	3009	0.465	71	0.309	81	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	FBgn0000482	dor-RA	chrX:1523553-1669297	mock	miR92a	OK	26.5045	25.2098	-0.0722541	-0.204352	0.8029	0.953995	no
FBgn0000499	0.0644224824814875	0.574	1872	0.478	473	0.319	499	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	FBgn0000499	dsh-RA	chrX:11355880-11358724	mock	miR92a	OK	22.4755	26.3809	0.231144	0.715411	0.3781	0.807419	no
FBgn0000520	0.363369994404658	0.595	1779	0.433	134	0.461	89	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	FBgn0000520	dwg-RA	chrX:2727697-2730042	mock	miR92a	OK	12.2479	17.9452	0.551061	1.20586	0.13485	0.556241	no
FBgn0000524	0.0282169294023703	0.592	2217	0.461	414	0.359	1197	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	FBgn0000524	dx-RA	chrX:6533998-6538575	mock	miR92a	OK	6.31936	5.82405	-0.117754	-0.243747	0.75895	0.941677	no
FBgn0000536	-1.16284055574413	0.487	1488	0.442	398	0.322	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FBgn0000536	eas-RA,eas-RB,eas-RC,eas-RF,eas-RG,eas-RH,eas-RI,eas-RJ	chrX:16278327-16285618	mock	miR92a	OK	47.6482	20.3847	-1.22493	-3.77417	5e-05	0.00162613	yes
