utr_id	fc	utr8	utr7m8	utr7A1
FBgn0001308	-0.170	0	0	0
FBgn0001316	-0.231	0	0	0
FBgn0001324	-0.363	0	0	0
FBgn0001330	0.463	0	0	0
FBgn0001341	0.541	0	0	0
FBgn0001404	-0.429	0	0	0
FBgn0001491	-0.267	0	0	0
FBgn0001565	0.639	0	0	0
FBgn0001612	0.910	0	0	0
FBgn0001941	-0.080	0	0	0
FBgn0001942	0.182	0	0	0
FBgn0001961	-0.054	0	0	0
FBgn0001965	-0.014	0	0	0
FBgn0001970	-1.057	0	0	0
FBgn0001974	-0.201	0	0	0
FBgn0001977	0.440	0	0	0
FBgn0001978	0.238	0	0	0
FBgn0001986	0.215	0	0	0
FBgn0001987	-0.451	0	0	0
FBgn0001989	-0.216	0	0	0
FBgn0001990	0.543	0	0	0
FBgn0001995	0.357	0	0	0
FBgn0002021	0.192	0	0	0
FBgn0002022	-0.434	0	0	0
FBgn0002031	0.435	0	0	0
FBgn0002044	-0.014	0	0	0
FBgn0002069	0.256	0	0	0
FBgn0002121	-0.040	0	0	0
FBgn0002174	0.187	0	0	0
FBgn0002183	0.355	0	0	0
FBgn0002283	-0.615	0	0	0
FBgn0002284	0.015	0	0	0
FBgn0002354	0.000	0	0	0
FBgn0002413	-0.286	0	0	0
FBgn0002431	0.077	0	0	0
FBgn0002441	0.118	0	0	0
FBgn0002466	0.007	0	0	0
FBgn0002524	-0.625	0	0	0
FBgn0002525	0.290	0	0	0
FBgn0002526	0.686	0	0	0
FBgn0002542	0.203	0	0	0
FBgn0002543	-0.376	0	0	0
FBgn0002552	0.121	0	0	0
FBgn0002566	0.101	0	0	0
FBgn0002579	0.096	0	0	0
FBgn0002590	0.269	0	0	0
FBgn0002593	0.174	0	0	0
FBgn0002607	0.242	0	0	0
FBgn0002622	0.240	0	0	0
FBgn0002626	0.276	0	0	0
FBgn0002638	0.340	0	0	0
FBgn0002641	0.363	0	0	0
FBgn0002645	0.036	0	0	0
FBgn0002707	0.116	0	0	0
FBgn0002715	0.694	0	0	0
FBgn0002719	0.457	0	0	0
FBgn0002736	0.220	0	0	0
FBgn0002774	0.177	0	0	0
FBgn0002775	0.537	0	0	0
FBgn0002778	0.350	0	0	0
FBgn0002780	0.654	0	0	0
FBgn0002781	0.038	0	0	0
FBgn0002783	0.082	0	0	0
FBgn0002787	-0.057	0	0	0
FBgn0002791	0.085	0	0	0
FBgn0002868	-0.885	0	0	0
FBgn0002872	0.450	0	0	0
FBgn0002873	0.016	0	0	0
FBgn0002878	-0.098	0	0	0
FBgn0002891	0.336	0	0	0
FBgn0002899	0.322	0	0	0
FBgn0002901	0.136	0	0	0
FBgn0002905	-0.067	0	0	0
FBgn0002906	0.048	0	0	0
FBgn0002914	0.304	0	0	0
FBgn0002921	-0.566	0	0	0
FBgn0002922	0.740	0	0	0
FBgn0002924	-0.133	0	0	0
FBgn0002948	0.232	0	0	0
FBgn0002989	0.472	0	0	0
FBgn0003008	0.125	0	0	0
FBgn0003041	0.202	0	0	0
FBgn0003048	-0.360	0	0	0
FBgn0003062	0.924	0	0	0
FBgn0003067	-0.386	0	0	0
FBgn0003071	-0.407	0	0	0
FBgn0003074	0.040	0	0	0
FBgn0003076	0.104	0	0	0
FBgn0003079	0.266	0	0	0
FBgn0003082	0.341	0	0	0
FBgn0003087	0.355	0	0	0
FBgn0003116	0.261	0	0	0
FBgn0003117	0.217	0	0	0
FBgn0003118	0.046	0	0	0
FBgn0003124	0.536	0	0	0
FBgn0003134	0.238	0	0	0
FBgn0003137	0.244	0	0	0
FBgn0003139	0.253	0	0	0
FBgn0003141	0.073	0	0	0
FBgn0003165	-0.312	0	0	0
FBgn0003169	0.306	0	0	0
FBgn0003175	-0.117	0	0	0
FBgn0003189	0.474	0	0	0
FBgn0003204	0.494	0	0	0
FBgn0003205	-0.299	0	0	0
FBgn0003206	0.214	0	0	0
FBgn0003209	-0.129	0	0	0
FBgn0003210	-0.084	0	0	0
FBgn0003227	-0.087	0	0	1
FBgn0003231	-0.029	0	0	0
FBgn0003256	0.246	0	0	0
FBgn0003257	0.734	0	0	0
FBgn0003261	0.414	0	0	0
FBgn0003268	0.222	0	0	0
FBgn0003274	0.097	0	0	0
FBgn0003275	0.028	0	0	0
FBgn0003277	0.184	0	0	0
FBgn0003278	0.530	0	0	0
FBgn0003279	0.161	0	0	0
FBgn0003301	-0.609	0	0	0
FBgn0003317	0.551	0	0	0
FBgn0003321	0.170	0	0	0
FBgn0003328	-1.184	0	0	0
FBgn0003330	0.257	0	0	0
FBgn0003334	0.100	0	0	0
FBgn0003345	-0.236	0	0	0
FBgn0003346	0.290	0	0	0
FBgn0003360	-0.019	0	0	0
FBgn0003371	-0.040	0	0	0
FBgn0003392	-0.177	0	0	0
FBgn0003401	0.237	0	0	0
FBgn0003423	-0.127	0	0	0
FBgn0003444	1.062	0	0	0
FBgn0003449	0.195	0	0	0
FBgn0003459	-0.039	0	0	0
FBgn0003462	0.013	0	0	0
FBgn0003464	0.315	0	1	0
FBgn0003475	-1.086	0	0	0
FBgn0003479	0.374	0	0	0
FBgn0003480	-0.242	0	0	0
FBgn0003482	0.539	0	0	0
FBgn0003483	0.535	0	0	0
FBgn0003495	-1.042	0	0	0
FBgn0003507	-0.252	0	0	0
FBgn0003510	0.305	0	0	0
FBgn0003511	0.215	0	0	0
FBgn0003512	-0.363	0	0	0
FBgn0003514	-0.057	0	0	0
FBgn0003517	0.217	0	0	0
FBgn0003525	0.067	0	0	0
FBgn0003545	0.257	0	0	0
FBgn0003557	-0.056	0	0	0
FBgn0003559	0.207	0	0	0
FBgn0003567	0.044	0	0	0
FBgn0003575	-0.029	0	0	0
FBgn0003598	0.075	0	0	0
FBgn0003607	0.310	0	0	0
FBgn0003612	0.207	0	0	0
FBgn0003638	0.211	0	0	0
FBgn0003654	0.081	0	0	0
FBgn0003656	-0.315	0	0	0
FBgn0003660	-0.252	0	0	0
FBgn0003676	0.290	0	0	0
FBgn0003687	0.267	0	0	0
FBgn0003701	0.628	0	0	0
FBgn0003714	0.110	0	0	0
FBgn0003716	0.541	0	0	0
FBgn0003721	-0.458	0	0	0
FBgn0003732	0.257	0	0	0
FBgn0003741	-0.142	0	0	0
FBgn0003742	-0.055	0	0	0
FBgn0003744	-0.167	0	0	0
FBgn0003748	-0.128	0	0	0
FBgn0003882	0.495	0	0	0
FBgn0003884	0.182	0	0	0
FBgn0003885	0.695	0	0	0
FBgn0003887	0.717	0	0	0
FBgn0003888	-0.831	0	0	0
FBgn0003890	-0.432	0	0	0
FBgn0003891	0.041	0	0	0
FBgn0003892	-0.177	0	0	0
FBgn0003900	0.798	0	0	0
FBgn0003941	0.094	0	0	0
FBgn0003942	0.184	0	0	0
FBgn0003943	-0.159	0	0	0
FBgn0003963	-0.233	0	0	0
FBgn0003964	0.092	0	0	0
FBgn0003969	0.309	0	0	0
FBgn0003977	0.041	0	0	0
FBgn0003978	0.516	0	0	0
FBgn0003996	0.490	0	0	0
FBgn0004050	-0.266	0	0	0
FBgn0004055	-0.377	0	0	0
FBgn0004057	-0.890	0	0	0
FBgn0004066	-0.037	0	0	0
FBgn0004087	-0.155	0	0	0
FBgn0004101	0.376	0	0	0
FBgn0004103	0.118	0	0	0
FBgn0004106	0.188	0	0	0
FBgn0004107	0.174	0	0	0
FBgn0004132	-0.458	0	0	0
FBgn0004133	-0.110	0	0	0
FBgn0004167	-1.135	0	0	0
FBgn0004177	-0.280	0	0	0
FBgn0004179	0.080	0	0	0
FBgn0004197	-0.077	0	0	0
FBgn0004237	-0.645	0	0	0
FBgn0004240	-1.734	0	0	0
FBgn0004362	0.193	0	0	0
FBgn0004363	-0.050	0	0	0
FBgn0004367	0.271	0	0	0
FBgn0004368	-0.560	0	0	0
FBgn0004374	0.038	0	0	0
FBgn0004378	0.120	0	0	0
FBgn0004379	0.138	0	0	0
FBgn0004380	-1.804	0	0	0
FBgn0004381	-1.763	0	0	0
FBgn0004387	-0.417	0	0	0
FBgn0004390	0.225	0	0	0
FBgn0004391	0.183	0	0	0
FBgn0004397	-1.234	0	0	0
FBgn0004401	0.064	0	0	0
FBgn0004403	0.097	0	0	0
FBgn0004404	0.174	0	0	0
FBgn0004406	0.280	0	0	0
FBgn0004419	0.312	0	0	0
FBgn0004432	0.028	0	0	0
FBgn0004436	-0.843	0	0	0
FBgn0004449	-0.444	0	0	0
FBgn0004463	0.087	0	0	0
FBgn0004465	-0.192	0	0	0
FBgn0004507	0.418	0	0	0
FBgn0004509	0.149	0	0	0
FBgn0004510	0.246	0	0	0
FBgn0004556	0.210	0	0	0
FBgn0004569	-0.550	0	0	0
FBgn0004574	-1.370	0	0	0
FBgn0004583	-0.556	1	0	0
FBgn0004584	0.463	0	0	0
FBgn0004587	0.303	0	0	0
FBgn0004597	0.113	0	0	0
FBgn0004598	-0.751	0	0	0
FBgn0004606	-0.152	0	0	0
FBgn0004611	-0.071	0	0	0
FBgn0004629	-1.567	0	0	0
FBgn0004636	0.150	0	0	0
FBgn0004638	0.000	0	0	0
FBgn0004643	0.029	0	0	0
FBgn0004647	0.522	0	0	0
FBgn0004648	-0.312	0	0	0
FBgn0004654	0.276	0	0	0
FBgn0004655	-0.198	0	0	0
FBgn0004656	-0.140	0	0	0
FBgn0004657	-0.970	0	0	0
FBgn0004687	0.042	0	0	0
FBgn0004698	0.657	0	0	0
FBgn0004797	-0.333	0	0	0
FBgn0004811	0.291	0	0	0
FBgn0004828	-0.335	0	0	0
FBgn0004832	0.096	0	0	0
FBgn0004838	-0.007	0	0	0
FBgn0004855	0.545	0	0	0
FBgn0004856	0.215	0	0	0
FBgn0004861	0.129	0	0	0
FBgn0004864	-0.197	0	0	0
FBgn0004867	0.352	0	0	0
FBgn0004868	-0.067	0	0	0
FBgn0004875	-0.106	0	0	0
FBgn0004888	-0.442	0	0	0
FBgn0004889	0.319	0	0	0
FBgn0004893	-0.528	0	0	0
FBgn0004901	0.197	0	0	0
FBgn0004903	0.168	0	1	0
FBgn0004907	-0.212	0	0	0
FBgn0004908	-0.160	0	0	0
FBgn0004913	0.318	0	0	0
FBgn0004914	-0.743	0	0	0
FBgn0004915	0.140	0	0	0
FBgn0004919	-0.003	0	0	0
FBgn0004921	-0.237	0	0	0
FBgn0004924	-0.099	0	0	0
FBgn0004926	0.225	0	0	0
FBgn0004957	0.377	0	0	0
FBgn0005198	-0.130	0	0	0
FBgn0005278	0.900	0	0	0
FBgn0005322	0.018	0	0	0
FBgn0005355	0.511	0	0	0
FBgn0005386	-0.142	0	0	0
FBgn0005411	0.194	0	0	0
FBgn0005533	0.210	0	0	0
FBgn0005585	-0.717	0	0	0
FBgn0005593	0.239	0	0	0
FBgn0005596	0.279	0	0	0
FBgn0005616	-0.061	0	0	0
FBgn0005617	0.087	0	0	0
FBgn0005630	0.181	0	0	0
FBgn0005632	0.123	0	0	0
FBgn0005636	1.419	0	0	0
FBgn0005642	0.350	0	0	0
FBgn0005648	0.432	0	0	0
FBgn0005649	0.100	0	0	0
FBgn0005654	0.207	0	0	0
FBgn0005655	-0.109	0	0	0
FBgn0005660	0.109	0	0	0
FBgn0005671	-0.566	0	0	0
FBgn0005672	0.680	0	0	0
FBgn0005674	0.126	0	0	0
FBgn0005683	0.179	0	1	0
FBgn0005695	0.150	0	0	0
FBgn0005696	-0.341	0	0	0
FBgn0005777	0.134	0	0	0
FBgn0008635	-0.606	0	0	0
FBgn0010019	-1.274	0	0	0
FBgn0010038	-0.540	0	0	0
FBgn0010039	0.055	0	0	0
FBgn0010040	-0.245	0	0	0
FBgn0010041	-0.342	0	0	0
FBgn0010043	-1.483	0	0	0
FBgn0010051	-0.358	0	0	0
FBgn0010053	-0.224	0	0	0
FBgn0010078	0.234	0	0	0
FBgn0010100	0.112	0	0	0
FBgn0010173	0.250	0	0	0
FBgn0010194	-0.570	0	0	0
FBgn0010198	0.259	0	0	0
FBgn0010213	-0.040	0	0	0
FBgn0010215	-0.118	0	0	0
FBgn0010217	0.382	0	0	0
FBgn0010220	0.527	0	0	0
FBgn0010222	0.000	0	0	0
FBgn0010225	-1.084	0	0	0
FBgn0010228	-0.536	0	0	0
FBgn0010235	-0.146	0	0	0
FBgn0010238	0.448	0	0	0
FBgn0010246	-1.337	0	0	0
FBgn0010265	0.235	0	0	0
FBgn0010269	-0.211	0	0	0
FBgn0010278	0.459	0	0	0
FBgn0010280	0.050	0	0	0
FBgn0010282	-0.045	0	0	0
FBgn0010287	0.259	0	0	0
FBgn0010288	0.097	0	0	0
FBgn0010292	0.564	0	0	0
FBgn0010300	0.109	1	0	0
FBgn0010303	-0.906	0	0	0
FBgn0010309	0.419	0	0	0
FBgn0010314	1.828	0	0	0
FBgn0010315	0.233	0	0	0
FBgn0010316	0.074	0	0	0
FBgn0010328	-0.227	0	0	0
FBgn0010333	0.110	0	0	0
FBgn0010339	0.046	0	0	0
FBgn0010340	-0.167	0	0	0
FBgn0010341	-0.592	0	0	0
FBgn0010342	-0.001	0	0	0
FBgn0010348	-0.238	0	0	0
FBgn0010350	-1.203	0	0	0
FBgn0010352	0.064	0	0	0
FBgn0010355	0.018	0	0	0
FBgn0010356	0.002	0	0	0
FBgn0010379	-0.091	0	0	0
FBgn0010380	-0.358	0	0	0
FBgn0010388	-0.996	0	0	0
FBgn0010389	1.397	0	0	0
FBgn0010391	-0.464	0	0	0
FBgn0010398	0.622	0	0	0
FBgn0010406	-0.148	0	0	0
FBgn0010408	0.361	0	0	0
FBgn0010409	0.293	0	0	0
FBgn0010411	0.059	0	0	0
FBgn0010412	0.130	0	0	0
FBgn0010414	0.152	0	1	0
FBgn0010416	0.003	0	0	0
FBgn0010417	0.348	0	0	0
FBgn0010421	0.146	0	0	0
FBgn0010422	0.448	0	0	0
FBgn0010434	-0.418	0	0	0
FBgn0010438	0.254	0	0	0
FBgn0010441	-0.640	0	0	0
FBgn0010470	-0.650	0	0	0
FBgn0010488	-0.007	0	0	0
FBgn0010501	0.542	0	0	0
FBgn0010504	0.130	0	0	0
FBgn0010516	0.107	0	0	0
FBgn0010520	0.083	0	0	0
FBgn0010531	-0.277	0	0	0
FBgn0010548	-1.051	0	0	0
FBgn0010551	0.531	0	0	0
FBgn0010583	-0.334	0	0	0
FBgn0010590	0.061	0	0	0
FBgn0010591	-0.477	0	0	0
FBgn0010602	0.167	0	0	0
FBgn0010607	0.104	0	0	0
FBgn0010611	-0.334	0	0	0
FBgn0010612	0.120	0	0	0
FBgn0010621	0.210	0	0	0
FBgn0010622	0.055	0	0	0
FBgn0010638	-0.519	0	0	0
FBgn0010651	-0.560	0	0	0
FBgn0010660	0.271	0	0	0
FBgn0010741	0.212	0	0	0
FBgn0010747	-0.256	0	0	0
FBgn0010750	0.241	0	0	0
FBgn0010762	0.311	0	0	0
FBgn0010768	-0.279	0	0	0
FBgn0010770	0.260	0	0	0
FBgn0010772	-0.006	0	0	0
FBgn0010774	0.200	0	0	0
FBgn0010786	0.066	0	0	0
FBgn0010803	0.077	0	0	0
FBgn0010808	0.024	0	0	0
FBgn0010812	-0.008	0	0	0
FBgn0010830	0.418	0	0	0
FBgn0010877	0.438	0	0	0
FBgn0010905	-0.219	0	0	0
FBgn0010909	-0.339	0	0	0
FBgn0010926	0.303	0	0	0
FBgn0011016	-0.799	0	0	0
FBgn0011020	0.058	0	0	0
FBgn0011202	-0.339	0	0	0
FBgn0011204	0.145	0	0	0
FBgn0011205	-0.180	0	0	0
FBgn0011207	-0.021	0	0	0
FBgn0011211	-0.083	0	0	0
FBgn0011217	0.251	0	0	0
FBgn0011225	0.172	0	0	0
FBgn0011227	0.015	0	0	0
FBgn0011230	-0.221	0	0	0
FBgn0011232	-0.060	0	0	0
FBgn0011236	-0.111	0	0	0
FBgn0011241	-0.204	0	0	0
FBgn0011272	0.162	0	0	0
FBgn0011284	0.301	0	0	0
FBgn0011289	0.362	0	0	0
FBgn0011290	-0.326	0	0	0
FBgn0011291	0.532	0	0	0
FBgn0011297	-0.108	0	0	0
FBgn0011305	0.462	0	0	0
FBgn0011327	0.272	0	0	0
FBgn0011335	-0.233	0	0	0
FBgn0011336	-0.691	0	0	0
FBgn0011361	0.291	0	0	0
FBgn0011455	0.092	0	0	0
FBgn0011476	-0.489	0	0	0
FBgn0011509	-0.558	0	0	0
FBgn0011566	0.250	0	0	0
FBgn0011570	-0.318	0	0	0
FBgn0011571	-0.135	0	0	0
FBgn0011573	0.210	0	0	0
FBgn0011584	-0.526	0	0	0
FBgn0011586	-0.540	0	0	0
FBgn0011604	0.155	0	0	0
FBgn0011606	0.203	0	0	0
FBgn0011638	0.336	0	0	0
FBgn0011640	0.236	0	0	0
FBgn0011648	0.666	0	0	0
FBgn0011655	0.430	0	0	0
FBgn0011659	0.246	0	0	0
FBgn0011660	0.342	0	0	0
FBgn0011661	-0.256	0	0	0
FBgn0011672	-1.246	0	0	0
FBgn0011692	0.177	0	0	0
FBgn0011703	-0.078	0	0	0
FBgn0011704	-0.802	0	0	0
FBgn0011705	0.285	0	0	0
FBgn0011708	-0.275	0	0	0
FBgn0011710	0.078	0	0	0
FBgn0011715	0.396	0	0	0
FBgn0011722	-1.199	0	0	0
FBgn0011725	-0.146	0	0	0
FBgn0011726	-0.066	0	0	0
FBgn0011737	0.030	0	0	0
FBgn0011740	-1.020	0	0	0
FBgn0011741	-0.071	0	0	0
FBgn0011742	-0.175	0	0	0
FBgn0011745	-0.200	0	0	0
FBgn0011747	-0.263	0	1	0
FBgn0011754	0.363	0	0	0
FBgn0011760	-0.305	0	0	0
FBgn0011762	-0.031	0	0	0
FBgn0011763	0.289	0	0	0
FBgn0011766	-0.381	0	0	0
FBgn0011768	0.154	0	0	0
FBgn0011769	0.272	0	0	0
FBgn0011770	0.153	0	0	0
FBgn0011771	-0.387	0	0	0
FBgn0011774	0.308	0	0	0
FBgn0011785	0.076	0	0	0
FBgn0011787	0.179	0	0	0
FBgn0011824	0.706	0	0	0
FBgn0011826	-0.804	0	0	0
FBgn0011828	-1.026	0	0	0
FBgn0011836	-0.000	0	0	0
FBgn0012034	0.264	0	0	0
FBgn0012036	0.305	0	0	0
FBgn0012037	-2.844	0	0	0
FBgn0012042	-1.674	0	0	0
FBgn0012051	-0.226	0	0	0
FBgn0012058	0.116	0	0	0
FBgn0013263	0.072	1	0	0
FBgn0013269	0.546	0	0	0
FBgn0013272	0.120	0	0	0
FBgn0013277	-3.200	0	0	0
FBgn0013278	-2.103	0	0	0
FBgn0013279	-1.803	0	0	0
FBgn0013303	0.063	0	0	0
FBgn0013305	0.058	0	0	0
FBgn0013325	0.177	0	0	0
FBgn0013334	0.194	0	0	0
FBgn0013347	0.393	0	0	0
FBgn0013432	0.679	0	0	0
FBgn0013435	-0.062	0	0	0
FBgn0013531	0.103	0	0	0
FBgn0013548	0.306	0	0	0
FBgn0013563	-0.106	0	0	0
FBgn0013576	-0.788	0	0	0
FBgn0013717	0.409	0	0	0
FBgn0013720	0.679	0	0	0
FBgn0013726	0.436	0	0	0
FBgn0013733	-1.873	0	0	0
FBgn0013746	-0.024	0	0	0
FBgn0013749	-0.408	0	0	0
FBgn0013750	-0.039	0	0	0
FBgn0013753	0.423	0	0	0
FBgn0013756	-0.063	0	0	0
FBgn0013759	0.238	0	0	0
FBgn0013762	0.468	0	0	0
FBgn0013763	0.204	0	0	0
FBgn0013764	0.174	0	0	0
FBgn0013765	0.498	0	0	0
FBgn0013770	-0.126	0	0	0
FBgn0013772	-3.508	0	0	0
FBgn0013799	-0.182	0	0	0
FBgn0013954	0.216	0	0	0
FBgn0013981	0.165	0	0	0
FBgn0013983	-1.787	0	0	0
FBgn0013987	-0.091	0	0	0
FBgn0013997	0.275	0	0	0
FBgn0014002	-0.721	0	0	0
FBgn0014006	0.426	0	0	0
FBgn0014009	-0.352	0	0	0
FBgn0014010	-0.049	0	0	0
FBgn0014011	-0.258	0	0	0
FBgn0014018	0.068	0	0	0
FBgn0014020	-0.131	0	0	0
FBgn0014022	0.462	0	0	0
FBgn0014023	0.082	0	0	0
FBgn0014024	-0.007	0	0	0
FBgn0014026	0.150	0	0	0
FBgn0014028	0.207	0	0	0
FBgn0014029	0.104	0	0	0
FBgn0014032	0.158	0	0	0
FBgn0014075	-0.527	0	0	0
FBgn0014092	0.533	0	0	0
FBgn0014127	0.313	0	0	0
FBgn0014133	-0.271	0	0	1
FBgn0014141	-1.478	0	0	0
FBgn0014184	0.117	0	0	0
FBgn0014189	0.018	0	0	0
FBgn0014269	0.163	0	0	0
FBgn0014340	0.216	0	0	0
FBgn0014342	-0.278	0	0	0
FBgn0014366	0.419	0	0	0
FBgn0014380	0.723	0	0	1
FBgn0014388	0.724	0	0	0
FBgn0014391	0.078	0	0	0
FBgn0014411	-0.287	0	0	0
FBgn0014417	0.417	0	0	0
FBgn0014427	0.589	0	0	0
FBgn0014455	0.490	0	0	0
FBgn0014857	0.123	0	0	0
FBgn0014861	0.230	0	0	0
FBgn0014865	-1.684	0	0	0
FBgn0014868	-0.603	0	0	0
FBgn0014869	0.105	0	0	0
FBgn0014870	0.249	0	0	0
FBgn0014877	0.064	0	0	0
FBgn0014879	0.274	0	0	0
FBgn0014903	-0.172	0	0	0
FBgn0014906	-0.631	0	0	0
FBgn0014930	-0.394	0	0	0
FBgn0014931	-0.721	0	0	0
FBgn0015000	-0.181	0	0	0
FBgn0015019	0.162	0	0	0
FBgn0015024	-0.006	0	0	0
FBgn0015031	-0.152	0	0	0
FBgn0015040	0.321	0	0	0
FBgn0015075	-0.210	0	0	0
FBgn0015218	0.208	0	0	0
FBgn0015222	-0.342	0	0	0
FBgn0015239	-0.109	0	0	0
FBgn0015240	-0.214	0	0	0
FBgn0015245	0.281	0	0	0
FBgn0015247	0.350	0	0	0
FBgn0015268	0.623	0	0	0
FBgn0015270	0.139	0	0	0
FBgn0015271	-0.039	0	0	0
FBgn0015277	-0.356	0	0	0
FBgn0015278	-0.327	0	0	0
FBgn0015279	0.169	0	0	0
FBgn0015282	-0.126	0	0	0
FBgn0015283	-0.069	0	0	0
FBgn0015288	0.165	0	0	0
FBgn0015295	-0.736	0	0	0
