utr_id	avg_expr	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1
FBgn0000299	8.094	-0.369	0.616	5340	0.502	219	0.362	542	0	0	0	0	0	1
FBgn0000303	6.181	-0.833	0.586	2166	0.516	428	0.337	1417	0	0	0	0	1	0
FBgn0000307	5.144	0.067	0.497	5136	0.422	721	0.458	767	0	0	0	0	0	1
FBgn0000308	10.627	0.115	0.583	381	0.480	248	0.360	1462	0	0	0	2	1	0
FBgn0000317	6.906	0.594	0.501	6504	0.463	449	0.264	451	0	0	0	1	1	0
FBgn0000318	9.994	0.046	0.577	381	0.470	215	0.355	93	0	0	0	0	0	1
FBgn0000319	10.104	0.113	0.522	5037	0.353	470	0.259	286	0	0	0	0	0	0
FBgn0000320	5.588	0.259	0.616	2301	0.450	211	0.302	563	0	0	0	0	0	2
FBgn0000326	5.439	-0.286	0.525	1689	0.411	107	0.333	48	0	0	0	0	0	0
FBgn0000339	8.802	0.103	0.455	435	0.442	86	0.347	611	0	0	0	0	1	0
FBgn0000346	7.997	-0.510	0.549	2238	0.293	225	0.356	624	0	0	0	0	0	1
FBgn0000370	11.243	0.331	0.513	1146	0.412	628	0.345	470	0	0	0	0	0	0
FBgn0000377	5.456	-0.375	0.561	2109	0.417	120	0.301	103	0	0	0	0	0	0
FBgn0000382	8.521	-0.096	0.583	2838	0.465	858	0.378	3968	0	0	0	1	1	2
FBgn0000384	6.325	0.637	0.416	1374	0.377	382	0.287	1008	0	1	0	1	0	0
FBgn0000394	7.874	-0.183	0.566	774	0.479	607	0.285	512	0	0	0	0	0	0
FBgn0000406	11.636	0.360	0.541	1311	0.494	89	0.312	157	0	0	0	0	0	0
FBgn0000409	11.364	-0.307	0.593	327	0.419	86	0.321	268	0	0	0	0	0	0
FBgn0000412	9.532	-0.381	0.595	1068	0.378	307	0.319	436	0	0	0	0	0	0
FBgn0000414	5.229	-0.032	0.552	7083	0.453	552	0.374	666	0	0	0	0	0	1
FBgn0000416	11.541	0.410	0.534	2862	0.364	129	0.359	449	0	0	0	0	0	0
FBgn0000422	7.470	0.006	0.563	1533	0.409	254	0.326	298	0	0	0	0	1	0
FBgn0000426	6.563	-0.318	0.581	267	0.397	121	0.342	79	0	0	0	0	0	0
FBgn0000447	8.405	-0.072	0.548	1218	0.333	132	0.320	122	0	0	0	0	1	0
FBgn0000454	9.433	0.285	0.566	1527	0.515	297	0.332	223	0	0	0	0	0	0
FBgn0000455	8.644	0.203	0.572	1476	0.338	376	0.273	99	0	0	0	0	0	0
FBgn0000459	5.245	-1.054	0.604	1707	0.429	566	0.374	974	0	0	0	0	1	0
FBgn0000473	9.424	0.701	0.565	1521	0.508	59	0.340	94	0	0	0	0	0	0
FBgn0000477	8.164	1.078	0.540	1101	0.447	38	0.258	89	0	0	0	0	1	1
FBgn0000479	7.430	-0.471	0.567	3630	0.383	1352	0.319	4594	0	0	0	3	0	1
FBgn0000489	8.754	-0.187	0.512	1752	0.244	41	0.271	406	0	0	0	0	0	0
FBgn0000490	5.198	0.597	0.588	1767	0.472	1200	0.400	1263	0	0	0	0	0	0
FBgn0000492	6.392	0.743	0.665	1548	0.444	250	0.381	754	0	0	0	1	0	0
FBgn0000499	5.454	0.099	0.574	1872	0.478	473	0.319	499	0	0	0	0	0	0
FBgn0000500	7.042	0.598	0.488	426	0.556	27	0.267	116	0	0	0	0	0	1
FBgn0000536	9.016	0.436	0.487	1488	0.442	398	0.322	515	0	0	0	0	0	0
FBgn0000541	6.613	0.146	0.446	8286	0.408	637	0.244	373	0	1	0	0	0	0
FBgn0000546	6.072	0.202	0.580	2637	0.428	1063	0.303	4715	0	0	1	2	1	1
FBgn0000547	5.028	0.215	0.550	3999	0.389	432	0.298	1947	0	1	0	0	1	2
FBgn0000556	13.426	0.144	0.580	1392	0.267	90	0.391	796	1	0	1	0	0	1
FBgn0000557	10.700	0.340	0.584	1389	0.444	180	0.418	1037	0	1	0	0	0	0
FBgn0000559	12.755	0.305	0.534	2535	0.467	75	0.354	398	0	0	0	0	0	0
FBgn0000562	8.213	0.038	0.561	3015	0.460	742	0.341	671	0	0	0	0	0	0
FBgn0000565	6.247	-1.278	0.550	786	0.254	67	0.244	127	0	0	0	0	0	0
FBgn0000566	8.301	0.218	0.552	1182	0.519	77	0.292	219	0	0	0	0	0	0
FBgn0000567	5.923	-0.197	0.618	2652	0.387	489	0.344	3098	0	0	1	0	2	2
FBgn0000568	5.352	0.281	0.620	4239	0.340	1309	0.300	2688	0	0	0	0	0	2
FBgn0000575	9.178	-0.088	0.608	600	0.432	264	0.328	1185	0	0	0	0	1	1
FBgn0000578	6.780	-0.570	0.574	2943	0.500	254	0.356	2017	0	1	0	1	1	0
FBgn0000579	11.619	-0.061	0.595	1503	0.478	588	0.363	573	0	0	0	0	0	0
FBgn0000592	11.494	0.644	0.483	1635	0.512	41	0.242	161	0	0	0	0	0	0
FBgn0000611	8.017	0.428	0.553	1131	0.332	262	0.301	1537	0	0	0	0	2	3
FBgn0000615	8.284	-0.044	0.532	1599	0.344	151	0.397	881	0	0	0	0	0	0
FBgn0000618	5.678	-0.155	0.565	306	0.387	142	0.255	55	0	0	0	0	0	0
FBgn0000635	6.826	0.254	0.559	2658	0.405	420	0.347	1893	0	1	0	2	0	0
FBgn0000659	5.040	0.497	0.612	1557	0.429	559	0.416	1914	0	0	1	2	0	3
FBgn0000662	7.118	0.200	0.572	1611	0.454	425	0.294	531	0	0	0	1	1	1
FBgn0000667	8.524	-0.496	0.582	2754	0.494	395	0.351	1719	0	0	0	0	0	2
FBgn0000709	5.252	0.221	0.557	3771	0.366	153	0.401	903	1	0	0	0	0	1
FBgn0000711	9.332	0.030	0.569	1386	0.400	552	0.312	2338	0	1	1	1	2	2
FBgn0000719	6.633	0.304	0.528	2193	0.417	333	0.405	2730	0	0	0	2	2	0
FBgn0000721	10.024	0.254	0.557	3267	0.438	624	0.365	704	0	0	0	0	1	0
FBgn0000723	8.468	-0.134	0.531	3978	0.480	342	0.320	638	0	0	0	0	0	0
FBgn0001087	7.711	-0.088	0.535	3105	0.412	238	0.287	828	0	0	0	0	0	0
FBgn0001089	7.917	0.576	0.550	2019	0.522	138	0.314	188	0	0	0	0	1	0
FBgn0001090	7.445	0.340	0.643	1329	0.369	358	0.399	719	0	0	0	0	0	1
FBgn0001091	10.638	-0.287	0.598	999	0.396	260	0.398	221	0	0	0	0	0	0
FBgn0001092	11.674	0.190	0.567	999	0.419	117	0.370	327	0	0	1	0	0	0
FBgn0001098	9.586	0.162	0.603	1689	0.500	90	0.375	416	0	1	0	0	0	0
FBgn0001104	7.846	0.244	0.537	1068	0.456	406	0.411	593	0	0	0	0	0	1
FBgn0001105	9.582	0.191	0.562	1023	0.403	685	0.317	3379	0	0	1	1	2	4
FBgn0001108	6.507	0.333	0.550	3798	0.460	289	0.348	463	0	0	0	0	0	0
FBgn0001112	8.086	0.827	0.570	1839	0.422	348	0.317	712	0	0	0	0	0	1
FBgn0001114	9.708	0.796	0.552	3081	0.442	163	0.248	129	0	0	0	0	0	0
FBgn0001122	7.767	-0.165	0.510	1065	0.427	391	0.335	4001	0	2	3	1	1	4
FBgn0001123	8.456	0.044	0.427	1158	0.498	512	0.254	189	1	0	0	0	0	0
FBgn0001124	10.532	0.588	0.543	1314	0.333	33	0.349	335	0	0	1	0	0	0
FBgn0001125	10.790	0.735	0.576	1296	0.229	70	0.376	194	0	1	1	0	0	0
FBgn0001128	10.379	-0.025	0.560	1083	0.433	467	0.332	953	0	0	0	0	1	1
FBgn0001133	5.268	-0.050	0.565	1713	0.316	76	0.314	105	0	0	0	0	0	0
FBgn0001139	6.702	0.360	0.585	2193	0.487	515	0.318	1306	0	0	0	1	0	0
FBgn0001142	10.332	-0.134	0.585	1200	0.463	406	0.320	790	0	0	0	1	0	0
FBgn0001145	11.025	0.223	0.601	1122	0.383	230	0.348	566	0	0	0	0	0	0
FBgn0001149	11.697	0.233	0.587	630	0.364	88	0.328	125	0	0	0	0	0	0
FBgn0001168	10.899	0.034	0.613	1014	0.444	491	0.380	830	0	0	0	0	0	1
FBgn0001169	5.469	0.367	0.581	3234	0.466	558	0.298	2127	0	0	0	0	1	3
FBgn0001179	4.933	-0.397	0.516	2397	0.352	159	0.354	48	0	0	0	0	0	0
FBgn0001186	9.926	-0.303	0.563	1626	0.407	329	0.348	1969	0	0	0	1	0	0
FBgn0001187	9.300	0.799	0.551	1365	0.462	65	0.302	63	0	0	0	0	0	0
FBgn0001189	7.665	0.499	0.542	1836	0.526	350	0.408	852	0	0	0	0	0	0
FBgn0001197	7.551	0.058	0.596	426	0.488	164	0.339	579	0	0	1	0	0	0
FBgn0001202	7.058	0.027	0.517	2040	0.364	118	0.283	159	0	0	0	0	0	0
FBgn0001208	10.398	0.054	0.530	1359	0.402	174	0.228	92	0	0	0	0	0	0
FBgn0001215	7.267	-0.272	0.564	1098	0.333	111	0.398	1052	0	0	0	0	0	0
FBgn0001216	7.211	-1.190	0.570	1926	0.475	118	0.306	124	0	0	0	0	0	0
FBgn0001217	8.337	-0.458	0.563	1902	0.362	196	0.276	76	0	0	0	0	0	0
FBgn0001218	11.355	0.252	0.564	1971	0.404	297	0.378	917	0	0	0	1	0	0
FBgn0001220	10.256	0.180	0.561	2061	0.442	269	0.355	592	0	0	1	0	0	0
FBgn0001222	6.989	0.012	0.518	2202	0.379	243	0.347	452	0	0	0	0	0	1
FBgn0001224	7.318	-0.576	0.576	561	0.328	116	0.329	207	0	0	0	0	1	0
FBgn0001225	6.860	0.090	0.593	627	0.364	239	0.319	144	0	0	0	0	1	0
FBgn0001226	8.127	-0.452	0.598	642	0.301	123	0.347	867	1	1	0	0	0	2
FBgn0001230	6.112	-0.020	0.560	1908	0.340	206	0.248	117	0	0	0	0	0	0
FBgn0001233	11.722	0.621	0.554	2154	0.424	399	0.329	407	0	0	0	0	0	0
FBgn0001235	6.133	-0.335	0.550	1464	0.376	1277	0.329	3816	0	0	0	0	0	1
FBgn0001247	8.535	0.142	0.498	2973	0.439	346	0.292	120	0	0	0	0	0	0
FBgn0001248	11.770	-0.006	0.560	1440	0.452	283	0.426	251	0	0	0	0	0	0
FBgn0001250	7.893	-0.088	0.565	4191	0.322	351	0.357	1276	1	0	0	0	0	2
FBgn0001257	9.773	-0.112	0.595	804	0.552	58	0.344	831	0	0	0	0	0	1
FBgn0001258	7.520	0.232	0.608	999	0.428	138	0.370	641	0	0	0	0	0	0
FBgn0001263	7.405	-0.439	0.545	2061	0.429	196	0.446	74	0	0	0	0	0	0
FBgn0001280	9.200	-0.012	0.529	408	0.267	30	0.357	241	0	0	1	0	0	0
FBgn0001281	9.497	-0.444	0.437	423	0.333	90	0.214	56	0	0	0	0	0	0
FBgn0001291	7.197	-0.023	0.560	1119	0.396	235	0.281	171	0	0	0	0	0	0
FBgn0001296	6.605	0.165	0.591	1839	0.594	192	0.486	290	0	0	0	0	0	0
FBgn0001297	5.311	0.145	0.606	2268	0.409	1217	0.331	1089	0	0	0	0	0	3
FBgn0001308	6.154	0.230	0.560	2928	0.479	486	0.319	304	0	0	0	0	0	0
FBgn0001316	8.605	0.225	0.560	6819	0.416	1004	0.402	1035	0	0	1	0	0	1
FBgn0001324	5.732	-0.067	0.556	7596	0.435	62	0.341	82	0	0	0	0	0	0
FBgn0001404	8.527	-0.275	0.544	1374	0.452	717	0.388	1212	0	0	0	0	0	0
FBgn0001491	7.568	0.000	0.538	435	0.301	123	0.282	376	0	0	1	0	0	1
FBgn0001565	7.711	-0.273	0.550	1683	0.474	95	0.290	338	0	0	0	0	0	0
FBgn0001624	5.840	-0.085	0.568	3093	0.587	46	0.281	57	0	0	0	0	0	0
FBgn0001941	9.079	0.795	0.555	966	0.490	147	0.374	671	0	0	0	0	0	2
FBgn0001942	12.169	0.251	0.554	1212	0.329	70	0.363	739	0	0	0	0	0	1
FBgn0001961	7.649	0.032	0.603	1134	0.492	323	0.436	275	0	0	0	0	0	0
FBgn0001965	5.700	0.141	0.565	4791	0.548	398	0.350	446	0	0	0	0	0	2
FBgn0001977	5.015	0.050	0.544	747	0.395	86	0.453	1525	0	0	0	0	0	1
FBgn0001978	6.914	0.394	0.571	3321	0.507	410	0.348	414	0	0	0	0	0	0
FBgn0001987	7.117	0.450	0.544	2871	0.466	569	0.306	1028	0	0	0	0	1	0
FBgn0001989	9.253	-0.274	0.633	504	0.412	102	0.407	386	0	0	1	0	0	0
FBgn0001991	6.283	0.255	0.503	7659	0.439	995	0.284	793	0	0	0	1	1	0
FBgn0001994	5.770	0.137	0.582	1896	0.451	541	0.367	1965	0	0	0	1	0	1
FBgn0001995	6.106	0.112	0.545	891	0.440	50	0.296	71	0	0	0	0	1	0
FBgn0002021	5.293	-0.131	0.534	1548	0.237	114	0.239	46	0	0	0	0	1	0
FBgn0002022	8.685	0.415	0.540	1350	0.440	84	0.303	264	0	0	0	0	0	0
FBgn0002031	8.888	0.155	0.600	831	0.350	117	0.429	1074	0	0	1	0	0	0
FBgn0002036	7.810	-0.124	0.565	1515	0.380	379	0.310	158	0	0	0	0	0	0
FBgn0002044	9.041	0.276	0.569	3192	0.444	365	0.347	594	0	0	0	0	0	0
FBgn0002069	9.732	0.102	0.551	1596	0.460	387	0.350	263	0	0	0	0	0	0
FBgn0002121	8.375	0.590	0.440	3486	0.393	666	0.290	1376	0	0	0	0	2	2
FBgn0002174	7.410	-0.132	0.628	1563	0.370	73	0.476	168	0	0	0	0	0	0
FBgn0002283	5.946	0.101	0.565	669	0.496	377	0.318	358	0	1	0	0	0	0
FBgn0002284	9.573	0.208	0.568	708	0.360	100	0.397	136	0	0	0	0	0	0
FBgn0002306	6.077	0.589	0.559	5082	0.437	563	0.355	591	0	0	0	0	0	0
FBgn0002354	7.422	0.127	0.574	333	0.362	69	0.322	149	0	0	0	0	0	0
FBgn0002413	7.013	0.028	0.594	1323	0.445	389	0.365	2444	0	1	1	2	1	1
FBgn0002431	8.253	0.114	0.489	8664	0.378	90	0.307	329	0	0	0	0	0	0
FBgn0002521	8.656	0.264	0.367	1563	0.292	404	0.268	414	0	0	0	0	0	0
FBgn0002524	8.184	1.007	0.537	1794	0.383	94	0.333	1103	0	1	1	0	0	0
FBgn0002525	7.532	-0.029	0.596	1869	0.423	501	0.348	1134	0	0	0	1	0	0
FBgn0002526	5.991	0.375	0.519	11139	0.469	207	0.331	344	0	1	0	0	0	2
FBgn0002562	6.596	2.534	0.508	2451	0.457	92	0.329	82	0	0	0	0	0	0
FBgn0002563	10.252	-0.165	0.556	2370	0.565	232	0.449	147	0	0	0	0	0	0
FBgn0002565	12.867	-0.320	0.558	2106	0.471	17	0.328	354	0	0	0	1	0	0
FBgn0002566	7.764	0.285	0.412	2526	0.257	101	0.393	2689	0	0	1	1	0	1
FBgn0002567	8.111	-0.368	0.594	2061	0.457	140	0.414	570	0	0	0	0	0	0
FBgn0002569	10.402	0.230	0.525	1704	0.500	22	0.358	310	0	0	0	1	0	0
FBgn0002570	12.672	0.351	0.542	1734	0.450	20	0.250	72	0	0	0	0	0	0
FBgn0002578	6.847	-0.510	0.537	471	0.316	95	0.388	1139	0	0	0	0	1	0
FBgn0002579	12.203	0.002	0.583	348	0.429	21	0.403	124	0	0	0	0	0	0
FBgn0002590	11.724	0.263	0.585	687	0.396	578	0.296	115	0	0	0	0	0	0
FBgn0002593	12.746	-0.004	0.628	339	0.431	123	0.412	306	0	0	0	0	0	0
FBgn0002607	12.633	0.177	0.575	612	0.486	74	0.319	675	0	2	1	0	0	0
FBgn0002626	12.347	0.120	0.581	444	0.502	219	0.333	84	0	0	0	0	0	0
FBgn0002638	7.744	-0.077	0.569	1644	0.463	404	0.356	317	0	0	0	0	0	0
FBgn0002641	6.023	0.800	0.533	2346	0.342	579	0.352	284	0	0	0	0	0	0
FBgn0002645	8.926	0.380	0.491	3558	0.413	445	0.276	2043	0	0	1	0	1	3
FBgn0002715	5.571	-0.032	0.536	1206	0.360	86	0.315	302	0	0	0	0	0	0
FBgn0002719	11.369	-0.320	0.554	2292	0.343	245	0.360	369	0	0	0	0	0	0
FBgn0002736	7.344	-0.163	0.550	444	0.342	117	0.315	542	0	0	0	0	0	1
FBgn0002772	10.060	-0.006	0.553	468	0.462	65	0.321	881	0	0	0	0	0	0
FBgn0002773	9.437	0.014	0.572	669	0.492	65	0.362	1552	0	0	0	0	0	2
FBgn0002774	5.717	0.358	0.502	3882	0.262	84	0.327	333	0	0	0	1	0	0
FBgn0002775	4.859	0.071	0.537	1539	0.351	111	0.253	320	0	0	0	0	0	0
FBgn0002780	8.438	0.598	0.465	1629	0.357	448	0.352	210	0	0	0	0	0	0
FBgn0002783	6.586	0.430	0.556	3630	0.356	101	0.369	252	0	0	0	0	0	0
FBgn0002787	8.858	0.160	0.565	1077	0.459	185	0.392	194	0	0	0	0	0	0
FBgn0002789	9.426	0.141	0.584	570	0.452	73	0.300	50	0	0	0	0	0	0
FBgn0002791	5.546	-0.202	0.484	2409	0.346	78	0.368	68	0	0	0	0	0	0
FBgn0002855	10.367	0.188	0.408	795	0.480	25	0.341	138	0	0	0	0	0	1
FBgn0002856	10.582	0.916	0.451	273	0.400	25	0.282	206	0	0	0	0	0	1
FBgn0002862	11.427	-0.512	0.620	171	0.405	195	0.396	149	0	0	0	0	0	0
FBgn0002863	7.061	-0.081	0.459	159	0.353	17	0.209	67	0	0	0	0	0	0
FBgn0002865	10.889	-0.491	0.623	1005	0.256	121	0.435	193	0	0	0	0	0	0
FBgn0002868	12.671	0.270	0.634	123	0.392	125	0.403	452	0	0	0	0	0	0
FBgn0002869	6.780	1.185	0.553	132	0.398	88	0.369	236	0	0	1	0	0	0
FBgn0002873	5.065	-0.180	0.496	7704	0.384	388	0.378	365	0	0	0	0	0	0
FBgn0002914	6.686	0.222	0.518	1974	0.421	656	0.281	235	0	0	0	0	0	1
FBgn0002921	9.723	-0.084	0.549	3126	0.154	26	0.340	2308	1	0	0	0	0	0
FBgn0002930	9.445	0.806	0.597	1431	0.383	94	0.324	108	0	1	0	0	0	0
FBgn0002932	5.292	0.646	0.576	2265	0.362	282	0.307	1445	0	1	0	1	0	2
FBgn0002936	5.079	-0.575	0.573	714	0.433	60	0.381	97	0	0	0	0	0	0
FBgn0002937	5.069	-0.351	0.532	1863	0.463	136	0.382	165	0	0	1	0	0	0
FBgn0002940	12.690	0.331	0.570	1122	0.426	176	0.310	290	0	0	0	0	0	0
FBgn0002973	7.919	-0.026	0.600	1671	0.451	818	0.312	1906	0	1	0	0	0	0
FBgn0002985	5.830	0.256	0.591	1179	0.475	398	0.377	770	0	0	0	0	0	0
FBgn0003008	6.899	0.049	0.498	576	0.358	81	0.380	166	0	0	0	0	0	0
FBgn0003016	6.209	0.075	0.544	4701	0.421	662	0.341	1483	0	0	0	0	1	2
FBgn0003028	5.130	-0.738	0.571	4056	0.355	858	0.328	1849	0	0	1	0	1	0
FBgn0003034	11.516	-0.110	0.512	168	0.000	3	0.288	52	0	0	0	0	0	0
FBgn0003041	5.636	-0.614	0.504	3936	0.435	496	0.400	615	0	0	0	0	0	0
FBgn0003053	7.420	-0.342	0.585	5685	0.347	519	0.317	1237	0	0	0	1	0	1
FBgn0003062	5.946	-0.442	0.656	1035	0.443	131	0.289	152	0	0	0	0	0	0
FBgn0003067	12.088	0.033	0.591	1944	0.336	271	0.395	271	0	0	0	0	0	0
FBgn0003071	9.008	-0.100	0.545	2853	0.206	102	0.393	582	0	0	0	0	0	0
FBgn0003074	11.171	0.043	0.574	1677	0.505	503	0.368	280	0	0	0	0	0	0
FBgn0003076	10.333	0.341	0.542	1683	0.537	41	0.437	119	0	0	0	1	0	0
FBgn0003087	5.037	0.121	0.423	600	0.336	110	0.280	268	0	0	0	0	0	0
FBgn0003091	5.372	-0.308	0.502	2040	0.392	375	0.323	2300	0	0	1	0	1	2
FBgn0003093	8.437	-0.220	0.579	2220	0.478	385	0.368	2924	0	1	0	1	1	2
FBgn0003116	6.209	0.141	0.552	1218	0.416	89	0.353	331	0	0	0	0	0	1
FBgn0003124	6.010	-0.362	0.519	1731	0.427	656	0.332	593	0	1	0	0	0	2
FBgn0003132	6.702	-0.329	0.535	909	0.435	655	0.384	328	0	0	0	0	0	1
FBgn0003134	8.986	0.537	0.545	984	0.512	389	0.357	1837	0	1	0	1	3	1
FBgn0003137	9.344	0.447	0.565	8697	0.460	383	0.343	464	0	0	1	0	0	0
FBgn0003139	7.125	0.584	0.562	912	0.475	99	0.378	664	0	0	0	0	0	0
FBgn0003141	7.854	0.129	0.513	507	0.423	369	0.371	197	0	0	0	0	0	0
FBgn0003145	5.996	0.444	0.591	1842	0.463	298	0.401	319	0	0	0	0	0	0
FBgn0003149	9.003	-0.005	0.590	2640	0.404	225	0.366	796	0	0	0	0	0	0
FBgn0003162	8.118	0.959	0.578	975	0.514	175	0.313	643	0	0	0	0	2	1
FBgn0003165	5.976	-0.145	0.605	4602	0.359	1019	0.337	4602	0	0	0	5	3	1
FBgn0003169	7.863	0.489	0.525	1563	0.489	458	0.331	692	0	0	0	0	0	0
FBgn0003175	5.584	0.426	0.592	5988	0.449	555	0.348	299	0	0	0	0	0	0
FBgn0003187	7.071	0.044	0.492	2679	0.463	484	0.303	155	0	0	0	0	0	0
FBgn0003189	5.389	0.193	0.571	6675	0.409	264	0.339	118	0	0	0	0	0	0
FBgn0003204	8.204	0.148	0.576	1614	0.503	302	0.416	894	0	0	1	0	0	0
FBgn0003205	8.385	-0.071	0.547	570	0.512	441	0.357	947	0	0	0	0	0	1
FBgn0003206	8.229	0.069	0.573	579	0.456	103	0.357	938	0	1	0	1	0	0
FBgn0003209	7.954	0.621	0.544	2970	0.400	750	0.330	555	0	0	0	1	1	0
FBgn0003210	7.148	0.225	0.539	3483	0.424	321	0.348	1009	0	0	0	0	0	0
FBgn0003218	6.012	-0.515	0.571	3894	0.534	487	0.320	125	0	0	0	0	0	0
FBgn0003231	10.751	0.255	0.538	1800	0.410	349	0.260	246	0	0	0	0	0	0
FBgn0003248	8.920	0.172	0.520	1146	0.545	55	0.287	164	0	0	0	0	0	0
FBgn0003249	9.057	0.261	0.556	1152	0.667	24	0.358	215	0	0	0	0	0	0
FBgn0003250	7.969	0.705	0.550	1137	0.553	47	0.309	165	0	0	0	0	0	0
FBgn0003256	6.954	1.001	0.392	1131	0.275	102	0.281	839	0	0	0	0	0	0
FBgn0003257	5.334	-0.344	0.592	1482	0.436	101	0.393	456	1	0	0	0	0	0
FBgn0003261	9.977	0.303	0.594	2160	0.495	103	0.347	737	0	0	0	0	0	0
FBgn0003274	12.399	0.155	0.632	342	0.404	94	0.470	168	0	0	0	0	0	0
FBgn0003275	7.914	-0.427	0.576	396	0.402	92	0.377	53	0	0	0	0	0	0
