utr_id	avg_expr	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1
FBgn0000116	0.000	-0.002	0.578	1689	0.421	330	0.508	396	0	0	0	0	0	0
FBgn0000117	0.000	-0.175	0.566	2532	0.479	259	0.431	429	0	0	0	0	0	0
FBgn0000119	0.000	0.703	0.531	5037	0.466	191	0.289	796	0	0	0	0	0	0
FBgn0000139	0.000	0.556	0.548	1671	0.471	104	0.299	174	0	0	0	0	0	0
FBgn0000140	0.000	-0.031	0.515	5865	0.401	192	0.253	281	0	0	0	0	0	0
FBgn0000147	0.000	-0.425	0.541	1236	0.458	168	0.249	173	0	0	0	0	1	0
FBgn0000150	0.000	0.148	0.606	507	0.485	134	0.326	86	0	0	0	0	0	0
FBgn0000152	0.000	-0.017	0.537	1941	0.404	455	0.408	179	0	0	0	0	0	1
FBgn0000173	0.000	0.641	0.564	456	0.427	358	0.457	151	0	0	0	0	0	0
FBgn0000181	0.000	-0.418	0.608	510	0.415	82	0.527	328	0	0	0	0	0	0
FBgn0000183	0.000	-0.317	0.526	2409	0.464	891	0.330	849	0	0	0	0	0	0
FBgn0000212	0.000	0.158	0.549	4977	0.433	127	0.294	235	0	0	0	0	0	0
FBgn0000221	0.000	-0.288	0.599	978	0.340	144	0.372	328	0	0	0	0	0	0
FBgn0000228	0.000	-0.158	0.566	3357	0.468	359	0.337	950	0	0	0	1	0	0
FBgn0000229	0.000	-0.485	0.452	1119	0.415	532	0.260	146	0	0	0	1	0	0
FBgn0000239	0.000	-0.111	0.508	2052	0.503	372	0.356	491	0	0	0	0	1	0
FBgn0000244	0.000	-0.849	0.555	2163	0.407	27	0.634	82	0	0	0	0	0	0
FBgn0000247	0.000	-0.013	0.553	5886	0.515	524	0.414	415	0	0	0	0	0	0
FBgn0000250	0.000	0.211	0.564	1503	0.415	159	0.401	282	0	0	0	0	1	0
FBgn0000253	0.000	-0.690	0.533	450	0.406	207	0.388	116	0	0	0	0	0	0
FBgn0000256	0.000	0.102	0.559	4086	0.399	281	0.341	170	0	0	1	0	0	0
FBgn0000257	0.000	-0.425	0.601	1920	0.502	235	0.361	1018	0	0	1	1	0	0
FBgn0000259	0.000	0.447	0.507	708	0.430	158	0.358	1526	0	0	0	0	0	0
FBgn0000261	0.000	0.331	0.569	1521	0.412	182	0.355	290	0	0	0	0	0	1
FBgn0000276	0.000	0.332	0.526	192	0.351	74	0.219	73	0	0	0	0	0	0
FBgn0000277	0.000	0.007	0.505	192	0.378	82	0.210	81	0	0	0	0	0	0
FBgn0000278	0.000	0.927	0.536	192	0.444	72	0.273	161	0	0	0	0	0	0
FBgn0000279	0.000	0.790	0.552	192	0.323	93	0.386	101	0	0	0	0	0	0
FBgn0000283	0.000	0.416	0.524	3291	0.489	274	0.337	611	0	0	0	0	0	1
FBgn0000289	0.000	0.180	0.574	2514	0.443	754	0.388	1460	0	0	0	0	0	2
FBgn0000299	0.000	-1.959	0.616	5340	0.502	219	0.420	193	1	0	0	0	0	1
FBgn0000308	0.000	0.341	0.583	381	0.480	248	0.348	253	0	0	0	0	0	0
FBgn0000316	0.000	0.168	0.483	1806	0.325	120	0.250	128	0	0	0	0	0	0
FBgn0000317	0.000	-0.236	0.501	6504	0.463	449	0.276	297	0	0	0	0	0	0
FBgn0000318	0.000	0.269	0.577	381	0.470	215	0.355	93	0	0	0	0	0	0
FBgn0000319	0.000	0.020	0.522	5037	0.353	470	0.259	286	0	0	0	0	0	0
FBgn0000326	0.000	0.193	0.525	1689	0.411	107	0.333	48	0	0	0	0	0	0
FBgn0000330	0.000	0.126	0.552	1248	0.315	54	0.329	167	0	0	0	0	0	0
FBgn0000339	0.000	-0.057	0.455	435	0.442	86	0.368	307	0	0	0	0	1	0
FBgn0000352	0.000	0.208	0.554	3606	0.463	136	0.347	674	0	0	0	0	0	0
FBgn0000370	0.000	0.093	0.513	1146	0.412	628	0.345	470	0	0	0	0	0	0
FBgn0000376	0.000	-0.110	0.576	2949	0.451	133	0.421	755	0	0	0	0	0	0
FBgn0000377	0.000	-0.165	0.561	2109	0.417	120	0.301	103	0	0	0	0	0	0
FBgn0000392	0.000	0.331	0.538	3354	0.362	486	0.423	466	0	0	0	0	0	0
FBgn0000394	0.000	0.050	0.566	774	0.479	607	0.318	201	0	0	0	0	0	0
FBgn0000395	0.000	1.337	0.597	2256	0.445	1082	0.383	991	0	0	0	0	0	0
FBgn0000404	0.000	-0.461	0.513	1476	0.437	510	0.371	569	0	0	0	0	0	0
FBgn0000405	0.000	0.032	0.555	1593	0.404	267	0.413	773	0	0	0	0	0	0
FBgn0000409	0.000	0.222	0.593	327	0.419	86	0.321	268	0	0	0	0	0	0
FBgn0000412	0.000	0.515	0.595	1068	0.378	307	0.319	436	0	0	0	0	0	0
FBgn0000416	0.000	-0.247	0.534	2862	0.364	129	0.359	449	0	0	0	0	0	0
FBgn0000426	0.000	0.512	0.581	267	0.397	121	0.342	79	0	0	0	0	0	0
FBgn0000447	0.000	0.001	0.548	1218	0.333	132	0.320	122	0	0	0	0	1	0
FBgn0000454	0.000	0.017	0.566	1527	0.515	297	0.332	223	1	0	0	0	0	0
FBgn0000455	0.000	-0.081	0.572	1476	0.338	376	0.273	99	0	0	0	0	0	0
FBgn0000482	0.000	0.073	0.564	3009	0.465	71	0.309	81	0	0	0	0	0	0
FBgn0000499	0.000	-0.283	0.574	1872	0.478	473	0.319	499	0	0	0	0	0	0
FBgn0000520	0.000	-0.445	0.595	1779	0.433	134	0.472	89	0	0	0	0	0	0
FBgn0000524	0.000	0.438	0.592	2217	0.461	414	0.360	1197	0	0	0	0	1	0
FBgn0000536	0.000	0.705	0.487	1488	0.442	398	0.322	515	0	0	0	0	0	0
FBgn0000542	0.000	-0.206	0.581	5298	0.418	347	0.406	1036	0	0	0	0	1	0
FBgn0000543	0.000	-0.128	0.581	2055	0.463	82	0.313	67	0	0	0	0	0	0
FBgn0000556	0.000	0.336	0.580	1392	0.267	90	0.395	554	0	0	0	0	0	0
FBgn0000559	0.000	-0.139	0.534	2535	0.467	75	0.398	161	0	0	0	0	0	0
FBgn0000562	0.000	-0.143	0.561	3015	0.460	742	0.341	671	0	0	0	0	0	0
FBgn0000565	0.000	0.275	0.550	786	0.254	67	0.244	127	0	0	0	0	0	0
FBgn0000566	0.000	-0.124	0.552	1182	0.519	77	0.301	103	0	0	0	0	0	0
FBgn0000578	0.000	0.578	0.574	2943	0.500	254	0.408	409	0	0	0	0	0	0
FBgn0000579	0.000	-0.167	0.595	1503	0.478	588	0.423	281	0	0	0	0	0	0
FBgn0000581	0.000	-0.618	0.556	6102	0.500	1265	0.367	2187	0	0	0	0	1	1
FBgn0000588	0.000	0.208	0.567	1278	0.424	170	0.363	256	0	0	0	0	0	0
FBgn0000611	0.000	0.061	0.553	1131	0.332	262	0.322	1024	0	0	0	0	0	0
FBgn0000615	0.000	-0.077	0.532	1599	0.344	151	0.397	881	0	0	0	0	1	0
FBgn0000617	0.000	-0.089	0.613	837	0.347	98	0.344	189	0	0	0	0	0	1
FBgn0000618	0.000	-0.598	0.565	306	0.387	142	0.255	55	0	0	0	0	0	0
FBgn0000629	0.000	0.062	0.520	2298	0.390	118	0.238	63	0	0	0	0	0	0
FBgn0000662	0.000	0.666	0.572	1611	0.454	425	0.294	531	0	0	0	0	0	0
FBgn0000667	0.000	-0.542	0.582	2754	0.494	395	0.318	425	0	0	0	0	0	0
FBgn0000709	0.000	-0.147	0.557	3771	0.366	153	0.401	903	0	0	0	0	1	0
FBgn0000711	0.000	-0.073	0.569	1386	0.400	552	0.355	586	1	0	0	0	0	0
FBgn0000719	0.000	0.184	0.528	2193	0.417	333	0.346	885	0	0	0	0	0	0
FBgn0000721	0.000	-0.499	0.557	3267	0.438	624	0.484	161	0	0	0	0	0	0
FBgn0000723	0.000	0.073	0.531	3978	0.480	342	0.320	638	0	0	1	0	0	0
FBgn0000826	0.000	-0.843	0.612	876	0.544	68	0.435	170	0	0	0	0	0	0
FBgn0000928	0.000	-0.495	0.552	3129	0.450	100	0.344	273	0	0	0	0	0	0
FBgn0000996	0.000	0.099	0.549	2232	0.445	589	0.382	317	0	0	0	0	0	0
FBgn0001079	0.000	-0.323	0.575	2418	0.494	85	0.401	748	0	0	0	0	0	0
FBgn0001086	0.000	0.214	0.547	1581	0.331	145	0.322	270	0	0	0	0	0	0
FBgn0001091	0.000	0.009	0.598	999	0.396	260	0.398	221	0	0	0	0	0	0
FBgn0001092	0.000	-0.209	0.567	999	0.419	117	0.370	327	0	0	0	0	0	0
FBgn0001098	0.000	0.248	0.603	1689	0.500	90	0.375	416	0	0	0	0	0	0
FBgn0001104	0.000	0.031	0.537	1068	0.456	406	0.411	593	0	0	0	0	0	0
FBgn0001105	0.000	-0.016	0.562	1023	0.403	685	0.346	381	0	0	0	0	0	0
FBgn0001108	0.000	-0.112	0.550	3798	0.460	289	0.348	463	0	0	0	0	0	0
FBgn0001114	0.000	0.226	0.552	3081	0.442	163	0.248	129	0	0	0	0	0	0
FBgn0001123	0.000	-0.057	0.427	1158	0.498	512	0.254	189	0	0	0	0	0	0
FBgn0001124	0.000	-0.078	0.543	1314	0.333	33	0.349	335	0	0	0	0	0	0
FBgn0001125	0.000	0.510	0.576	1296	0.229	70	0.376	194	0	0	0	0	0	0
FBgn0001128	0.000	-0.475	0.560	1083	0.433	467	0.322	423	0	0	0	0	0	0
FBgn0001133	0.000	-0.217	0.565	1713	0.316	76	0.314	105	0	0	0	0	0	0
FBgn0001139	0.000	0.396	0.585	2193	0.487	515	0.320	294	0	0	0	0	0	0
FBgn0001142	0.000	-1.618	0.585	1200	0.463	406	0.367	313	1	0	0	0	0	0
FBgn0001145	0.000	0.400	0.601	1122	0.383	230	0.382	361	0	0	0	0	0	0
FBgn0001148	0.000	0.047	0.570	1284	0.413	184	0.309	181	0	0	0	0	0	0
FBgn0001149	0.000	0.621	0.587	630	0.364	88	0.328	125	0	0	0	0	0	0
FBgn0001168	0.000	0.785	0.613	1014	0.444	491	0.380	830	0	0	0	0	0	0
FBgn0001179	0.000	0.110	0.516	2397	0.352	159	0.354	48	0	0	0	0	0	0
FBgn0001185	0.000	-0.117	0.498	1464	0.343	198	0.311	408	0	0	0	0	0	0
FBgn0001186	0.000	0.222	0.563	1626	0.407	329	0.397	557	0	0	0	0	0	0
FBgn0001189	0.000	-0.104	0.542	1836	0.526	350	0.444	354	0	0	0	0	0	1
FBgn0001197	0.000	0.416	0.596	426	0.488	164	0.339	579	0	0	0	0	0	0
FBgn0001202	0.000	-0.467	0.517	2040	0.364	118	0.283	159	0	0	0	0	0	1
FBgn0001206	0.000	-0.556	0.525	4242	0.468	263	0.340	191	0	0	0	0	0	0
FBgn0001215	0.000	0.545	0.564	1098	0.333	111	0.398	1052	0	0	0	0	0	0
FBgn0001218	0.000	0.031	0.564	1971	0.404	297	0.378	917	0	0	0	0	0	0
FBgn0001220	0.000	0.013	0.561	2061	0.442	269	0.355	592	0	0	0	0	1	0
FBgn0001222	0.000	-0.194	0.518	2202	0.379	243	0.347	452	0	0	0	0	0	0
FBgn0001223	0.000	-0.908	0.610	525	0.404	1186	0.265	189	0	0	0	0	0	0
FBgn0001224	0.000	-0.733	0.576	561	0.328	116	0.349	172	0	0	0	0	0	0
FBgn0001225	0.000	-0.347	0.593	627	0.364	239	0.319	144	0	0	0	0	0	0
FBgn0001226	0.000	-0.345	0.598	642	0.301	123	0.380	455	0	0	0	0	0	0
FBgn0001230	0.000	-0.463	0.560	1908	0.340	206	0.248	117	0	0	0	0	0	0
FBgn0001233	0.000	-0.185	0.554	2154	0.424	399	0.329	407	0	0	0	0	0	0
FBgn0001247	0.000	-0.453	0.498	2973	0.439	346	0.292	120	0	0	0	0	0	0
FBgn0001248	0.000	0.365	0.560	1440	0.452	283	0.426	251	0	0	0	0	0	0
FBgn0001257	0.000	0.447	0.595	804	0.552	58	0.331	127	0	0	0	0	0	0
FBgn0001276	0.000	-0.436	0.556	567	0.385	78	0.256	82	0	0	0	0	0	0
FBgn0001280	0.000	-0.278	0.529	408	0.267	30	0.357	241	0	0	0	0	1	0
FBgn0001291	0.000	-0.642	0.560	1119	0.396	235	0.281	171	0	0	0	0	0	0
FBgn0001297	0.000	0.434	0.606	2268	0.409	1217	0.331	1089	0	0	0	0	0	1
FBgn0001301	0.000	0.484	0.540	4434	0.533	152	0.321	890	0	0	0	0	0	0
FBgn0001308	0.000	-0.004	0.560	2928	0.479	486	0.319	304	0	0	0	0	0	0
FBgn0001316	0.000	0.306	0.560	6819	0.416	1004	0.440	819	0	0	0	0	0	0
FBgn0001324	0.000	-0.177	0.556	7596	0.435	62	0.341	82	0	0	0	0	0	0
FBgn0001330	0.000	-0.266	0.535	3579	0.301	133	0.310	29	0	0	0	0	0	0
FBgn0001341	0.000	-0.023	0.520	3402	0.372	113	0.248	165	0	0	0	0	0	0
FBgn0001404	0.000	-0.006	0.544	1374	0.452	717	0.357	728	0	0	0	0	0	0
FBgn0001491	0.000	0.230	0.538	435	0.301	123	0.282	376	0	0	0	0	0	0
FBgn0001565	0.000	0.049	0.550	1683	0.474	95	0.297	185	0	0	0	0	0	0
FBgn0001612	0.000	0.360	0.499	2754	0.435	285	0.350	532	0	0	0	0	0	0
FBgn0001941	0.000	-0.154	0.555	966	0.490	147	0.374	671	0	0	0	1	0	0
FBgn0001942	0.000	-0.037	0.554	1212	0.329	70	0.300	50	0	0	0	0	0	0
FBgn0001961	0.000	0.235	0.603	1134	0.492	323	0.436	275	0	0	0	0	0	0
FBgn0001965	0.000	0.106	0.565	4791	0.548	398	0.350	446	0	0	0	0	0	0
FBgn0001970	0.000	-0.083	0.587	1899	0.414	128	0.286	133	0	0	0	0	0	0
FBgn0001974	0.000	-0.186	0.534	1284	0.418	79	0.286	406	0	0	0	0	0	0
FBgn0001977	0.000	-0.616	0.544	747	0.395	86	0.453	1525	0	0	0	0	1	0
FBgn0001978	0.000	-0.132	0.571	3321	0.507	410	0.348	414	0	0	0	0	0	0
FBgn0001986	0.000	-0.421	0.545	3168	0.415	94	0.291	323	0	0	0	0	1	0
FBgn0001987	0.000	-0.389	0.544	2871	0.466	569	0.306	1028	0	0	0	0	0	2
FBgn0001989	0.000	-0.105	0.633	504	0.412	102	0.327	104	0	0	0	0	0	0
FBgn0001990	0.000	0.276	0.526	1413	0.441	118	0.287	160	0	0	0	0	0	0
FBgn0001995	0.000	-0.187	0.545	891	0.440	50	0.296	71	0	0	0	0	0	0
FBgn0002021	0.000	-0.154	0.534	1548	0.237	114	0.239	46	0	0	0	0	0	0
FBgn0002022	0.000	-0.132	0.540	1350	0.440	84	0.303	264	0	0	0	0	0	0
FBgn0002031	0.000	-0.211	0.600	831	0.350	117	0.425	379	0	0	1	0	0	0
FBgn0002044	0.000	0.515	0.569	3192	0.444	365	0.370	451	0	0	0	0	0	1
FBgn0002069	0.000	0.133	0.551	1596	0.460	387	0.350	263	0	0	0	0	0	0
FBgn0002121	0.000	0.604	0.440	3486	0.393	666	0.290	1376	0	0	0	0	0	0
FBgn0002174	0.000	0.237	0.628	1563	0.370	73	0.476	168	0	0	0	0	0	0
FBgn0002183	0.000	0.027	0.538	3369	0.455	134	0.406	187	0	0	0	0	0	0
FBgn0002283	0.000	-0.197	0.565	669	0.496	377	0.318	358	0	0	0	0	0	0
FBgn0002284	0.000	0.223	0.568	708	0.360	100	0.397	136	0	0	0	0	0	0
FBgn0002354	0.000	-0.680	0.574	333	0.362	69	0.322	149	0	0	0	0	0	0
FBgn0002413	0.000	-0.418	0.594	1323	0.445	389	0.378	1343	0	0	0	0	0	0
FBgn0002431	0.000	0.264	0.489	8664	0.378	90	0.307	329	0	0	0	0	0	0
FBgn0002441	0.000	0.298	0.564	4434	0.399	787	0.384	177	0	0	0	0	0	0
FBgn0002466	0.000	-0.246	0.508	5577	0.412	148	0.237	359	0	0	0	0	0	0
FBgn0002524	0.000	-0.322	0.537	1794	0.383	94	0.361	676	0	0	0	0	0	1
FBgn0002525	0.000	0.289	0.596	1869	0.423	501	0.348	1134	0	0	0	0	0	0
FBgn0002526	0.000	0.665	0.519	11139	0.469	207	0.331	344	0	0	1	1	0	0
FBgn0002542	0.000	-0.185	0.512	3186	0.337	98	0.243	259	0	0	0	0	0	0
FBgn0002543	0.000	0.483	0.571	4560	0.479	288	0.360	1358	0	0	0	0	0	0
FBgn0002552	0.000	0.064	0.581	2577	0.515	520	0.402	557	0	0	0	0	0	0
FBgn0002566	0.000	-1.037	0.412	2526	0.257	101	0.346	81	0	0	0	0	0	0
FBgn0002579	0.000	0.160	0.583	348	0.429	21	0.442	113	0	0	0	0	0	0
FBgn0002590	0.000	0.209	0.585	687	0.396	578	0.296	115	0	0	0	0	0	0
FBgn0002593	0.000	0.204	0.628	339	0.431	123	0.460	139	0	0	0	0	0	0
FBgn0002607	0.000	-0.190	0.575	612	0.486	74	0.411	107	0	0	0	0	0	0
FBgn0002622	0.000	0.063	0.590	741	0.465	43	0.400	70	0	0	0	0	0	0
FBgn0002626	0.000	0.114	0.581	444	0.502	219	0.375	56	0	0	0	0	0	0
FBgn0002638	0.000	0.048	0.569	1644	0.463	404	0.356	317	0	0	0	0	0	0
FBgn0002641	0.000	-0.263	0.533	2346	0.342	579	0.352	284	0	0	0	0	0	1
FBgn0002645	0.000	1.101	0.491	3558	0.413	445	0.268	306	0	0	0	0	0	0
FBgn0002707	0.000	-0.307	0.523	2886	0.385	187	0.480	533	0	0	0	0	0	1
FBgn0002715	0.000	0.277	0.536	1206	0.360	86	0.223	103	0	0	0	0	0	0
FBgn0002719	0.000	0.130	0.554	2292	0.343	245	0.360	369	0	0	0	0	0	0
FBgn0002736	0.000	-0.123	0.550	444	0.342	117	0.315	542	0	0	0	0	0	0
FBgn0002774	0.000	0.371	0.502	3882	0.262	84	0.250	96	0	0	0	0	0	0
FBgn0002775	0.000	-0.126	0.537	1539	0.351	111	0.253	320	0	0	0	0	0	0
FBgn0002778	0.000	0.597	0.540	1500	0.407	540	0.324	451	0	0	0	0	0	0
FBgn0002780	0.000	0.351	0.465	1629	0.357	448	0.352	210	0	0	0	0	0	0
FBgn0002781	0.000	0.198	0.595	1812	0.386	158	0.391	312	0	0	0	0	0	0
FBgn0002783	0.000	-0.023	0.556	3630	0.356	101	0.369	252	0	0	0	0	0	0
FBgn0002787	0.000	-0.264	0.565	1077	0.459	185	0.392	194	0	0	0	0	0	0
FBgn0002791	0.000	-0.323	0.484	2409	0.346	78	0.368	68	0	0	0	0	0	0
FBgn0002868	0.000	0.493	0.634	123	0.392	125	0.444	81	0	0	0	0	0	0
FBgn0002872	0.000	-0.298	0.497	3843	0.500	26	0.319	248	0	0	0	0	0	1
FBgn0002873	0.000	1.021	0.496	7704	0.384	388	0.378	365	0	0	0	0	1	0
FBgn0002878	0.000	-0.248	0.557	4278	0.491	108	0.230	482	0	0	0	0	0	0
FBgn0002891	0.000	-0.769	0.521	6393	0.366	71	0.325	286	0	0	0	0	0	0
FBgn0002899	0.000	-0.349	0.492	3156	0.483	29	0.335	179	0	0	0	0	0	0
FBgn0002901	0.000	-0.109	0.494	2541	0.376	101	0.299	174	0	0	0	0	0	0
FBgn0002905	0.000	-0.169	0.505	6180	0.413	92	0.331	148	0	0	0	0	0	0
FBgn0002906	0.000	-0.193	0.492	4464	0.357	126	0.269	216	0	1	0	0	0	1
FBgn0002914	0.000	-0.076	0.518	1974	0.421	656	0.271	210	0	0	0	0	0	1
FBgn0002921	0.000	-0.287	0.549	3126	0.154	26	0.337	406	0	0	0	0	0	0
FBgn0002922	0.000	0.583	0.530	999	0.327	401	0.341	132	0	0	0	0	0	1
FBgn0002924	0.000	-0.065	0.573	2103	0.523	501	0.293	116	0	0	0	0	0	0
FBgn0002948	0.000	-0.628	0.556	2001	0.375	152	0.262	126	0	0	0	0	0	0
FBgn0002989	0.000	0.168	0.538	2355	0.480	50	0.359	473	0	0	0	0	2	0
FBgn0003008	0.000	-0.304	0.498	576	0.358	81	0.380	166	0	0	0	0	0	0
FBgn0003041	0.000	0.012	0.504	3936	0.435	496	0.400	615	0	0	0	0	1	0
FBgn0003048	0.000	-0.010	0.556	10254	0.559	415	0.367	1366	0	0	0	0	0	1
FBgn0003062	0.000	0.564	0.656	1035	0.443	131	0.289	152	0	0	0	0	0	0
FBgn0003067	0.000	0.185	0.591	1944	0.336	271	0.395	271	0	0	0	0	0	0
FBgn0003071	0.000	-0.855	0.545	2853	0.206	102	0.454	262	0	0	0	0	0	0
FBgn0003074	0.000	-0.677	0.574	1677	0.505	503	0.368	280	0	0	0	0	0	0
FBgn0003076	0.000	-0.146	0.542	1683	0.537	41	0.437	119	0	0	0	0	1	0
FBgn0003079	0.000	-0.384	0.533	2220	0.448	1588	0.415	439	0	0	0	0	1	0
FBgn0003082	0.000	0.091	0.535	1668	0.284	215	0.375	32	0	0	0	0	0	0
FBgn0003087	0.000	0.538	0.423	600	0.336	110	0.266	222	0	0	0	0	0	0
FBgn0003116	0.000	-0.118	0.552	1218	0.416	89	0.353	331	0	0	0	0	0	0
FBgn0003117	0.000	-0.247	0.603	1623	0.381	494	0.338	603	0	0	0	0	1	0
FBgn0003118	0.000	0.484	0.539	2157	0.443	783	0.432	421	0	0	0	0	0	0
FBgn0003124	0.000	-0.054	0.519	1731	0.427	656	0.355	330	0	0	0	0	0	0
FBgn0003134	0.000	0.647	0.545	984	0.512	389	0.343	848	0	0	0	0	2	0
FBgn0003137	0.000	0.027	0.565	8697	0.460	383	0.343	464	0	0	0	0	0	1
FBgn0003139	0.000	-0.341	0.562	912	0.475	99	0.378	664	0	0	0	0	0	1
FBgn0003141	0.000	0.006	0.513	507	0.423	369	0.371	197	0	0	0	0	0	0
FBgn0003165	0.000	-0.722	0.605	4602	0.359	1019	0.338	1188	0	0	0	0	1	0
FBgn0003169	0.000	-1.071	0.525	1563	0.489	458	0.331	692	0	0	0	0	0	0
FBgn0003175	0.000	0.345	0.592	5988	0.449	555	0.348	299	0	0	0	1	0	0
FBgn0003189	0.000	-0.225	0.571	6675	0.409	264	0.339	118	0	0	0	0	0	0
FBgn0003204	0.000	-0.459	0.576	1614	0.503	302	0.433	603	0	0	0	0	0	0
FBgn0003205	0.000	0.207	0.547	570	0.512	441	0.357	947	0	0	0	0	0	0
FBgn0003206	0.000	0.097	0.573	579	0.456	103	0.357	938	0	0	0	0	0	0
FBgn0003209	0.000	0.082	0.544	2970	0.400	750	0.330	555	0	0	0	0	0	0
FBgn0003210	0.000	-0.031	0.539	3483	0.424	321	0.536	112	0	0	0	0	0	0
FBgn0003227	0.000	-1.177	0.548	2658	0.533	15	0.337	199	0	0	0	0	0	0
FBgn0003231	0.000	0.075	0.538	1800	0.410	349	0.288	156	0	0	0	0	0	0
FBgn0003256	0.000	0.433	0.392	1131	0.275	102	0.281	839	0	0	0	0	1	0
FBgn0003257	0.000	-0.330	0.592	1482	0.436	101	0.393	456	0	0	0	1	0	2
FBgn0003261	0.000	-0.060	0.594	2160	0.495	103	0.347	732	0	0	0	0	0	0
FBgn0003268	0.000	-0.337	0.504	6270	0.389	72	0.321	137	0	0	0	0	0	0
FBgn0003274	0.000	0.256	0.632	342	0.404	94	0.470	168	0	0	0	0	0	0
FBgn0003275	0.000	-0.283	0.576	396	0.402	92	0.377	53	0	0	0	0	0	0
FBgn0003277	0.000	0.222	0.549	5664	0.508	360	0.360	712	0	0	0	0	0	0
FBgn0003278	0.000	0.157	0.482	3390	0.374	99	0.280	75	0	0	0	0	0	0
FBgn0003279	0.000	0.140	0.630	1206	0.344	96	0.337	98	0	0	0	0	0	0
FBgn0003301	0.000	-0.222	0.575	6747	0.503	330	0.325	2192	0	0	0	0	1	0
FBgn0003317	0.000	-0.165	0.546	1749	0.389	54	0.363	648	0	0	0	0	0	2
FBgn0003321	0.000	0.191	0.523	2019	0.375	504	0.349	757	0	0	0	0	0	0
FBgn0003328	0.000	-0.563	0.522	3348	0.439	512	0.335	783	0	0	0	0	1	0
FBgn0003330	0.000	0.088	0.594	1308	0.360	114	0.325	120	0	0	0	0	0	0
FBgn0003334	0.000	1.353	0.557	2634	0.458	456	0.306	677	0	0	0	0	0	0
FBgn0003345	0.000	0.241	0.538	1878	0.390	518	0.475	1047	0	0	0	0	0	0
FBgn0003346	0.000	-0.233	0.523	1791	0.405	531	0.342	79	0	0	0	0	0	0
FBgn0003360	0.000	0.156	0.555	939	0.392	186	0.376	628	0	0	0	0	1	0
FBgn0003371	0.000	-0.139	0.554	3507	0.371	437	0.402	555	0	0	0	1	0	0
FBgn0003392	0.000	0.371	0.517	2691	0.437	229	0.335	328	0	0	0	0	0	0
FBgn0003401	0.000	-0.128	0.538	1368	0.402	92	0.325	234	0	0	0	0	0	1
FBgn0003423	0.000	-0.462	0.567	2046	0.385	514	0.393	384	0	0	0	0	0	0
FBgn0003444	0.000	-0.764	0.481	3111	0.406	244	0.320	653	1	0	0	0	0	0
FBgn0003449	0.000	-0.115	0.538	651	0.411	112	0.389	72	0	0	0	0	0	0
FBgn0003459	0.000	-1.146	0.511	3114	0.475	177	0.251	362	0	0	0	0	0	0
FBgn0003462	0.000	0.254	0.583	504	0.366	101	0.390	172	0	0	0	0	0	0
FBgn0003464	0.000	-0.187	0.602	4785	0.544	329	0.425	478	0	0	0	0	0	0
FBgn0003475	0.000	0.771	0.607	3063	0.394	601	0.371	1217	0	1	0	0	0	0
FBgn0003479	0.000	0.140	0.574	1011	0.388	98	0.306	170	0	0	0	0	0	0
FBgn0003480	0.000	-0.376	0.539	1026	0.500	160	0.263	198	0	0	0	0	0	0
