utr_id	avg_expr	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1
FBgn0000097	9.571	0.157	0.576	2199	0.457	1056	0.369	738	0	0	0	0	0	0
FBgn0000100	11.667	0.007	0.593	954	0.470	202	0.523	172	0	0	0	0	0	0
FBgn0000108	11.907	-0.137	0.593	2673	0.500	192	0.408	2552	0	0	0	0	0	0
FBgn0000109	7.576	0.443	0.545	549	0.383	107	0.319	141	0	0	0	0	0	0
FBgn0000114	7.475	-0.073	0.584	2433	0.397	353	0.469	143	0	0	0	0	0	0
FBgn0000115	10.080	0.086	0.586	543	0.380	142	0.371	178	0	0	0	0	0	0
FBgn0000116	11.895	0.009	0.578	1689	0.421	330	0.508	396	0	0	0	0	0	0
FBgn0000117	11.473	-0.089	0.566	2532	0.479	259	0.431	429	0	0	0	0	0	0
FBgn0000119	9.130	-0.109	0.531	5037	0.466	191	0.289	796	0	0	0	0	0	0
FBgn0000120	11.709	-0.725	0.566	1095	0.437	119	0.321	221	0	0	0	0	0	0
FBgn0000121	12.866	-0.354	0.551	1206	0.495	111	0.396	230	0	0	0	0	0	0
FBgn0000139	8.794	-0.263	0.548	1671	0.471	104	0.299	174	0	0	0	0	0	0
FBgn0000150	11.042	-0.032	0.606	507	0.485	134	0.326	86	0	0	0	0	0	0
FBgn0000153	8.168	-2.134	0.572	1728	0.468	139	0.371	159	0	0	0	0	0	0
FBgn0000157	7.311	-0.034	0.636	1044	0.488	615	0.525	585	0	0	0	0	0	1
FBgn0000173	11.809	0.053	0.564	456	0.427	358	0.457	151	0	0	0	0	0	0
FBgn0000179	9.530	0.009	0.587	3072	0.361	675	0.374	674	0	0	0	0	0	0
FBgn0000181	10.112	0.117	0.608	510	0.415	82	0.527	328	0	0	0	0	0	0
FBgn0000183	9.546	0.266	0.526	2409	0.464	891	0.330	849	0	0	0	0	0	0
FBgn0000206	6.235	-2.320	0.522	2691	0.308	172	0.353	150	0	0	0	0	0	0
FBgn0000212	8.297	0.073	0.549	4977	0.433	127	0.294	235	0	0	0	0	0	0
FBgn0000221	7.425	-0.263	0.599	978	0.340	144	0.372	328	0	0	0	0	0	0
FBgn0000228	9.975	0.217	0.566	3357	0.468	359	0.337	950	0	0	0	0	0	0
FBgn0000229	10.501	-0.193	0.452	1119	0.415	532	0.260	146	0	0	0	0	0	0
FBgn0000239	9.406	-0.083	0.508	2052	0.503	372	0.356	491	0	0	0	1	0	0
FBgn0000244	8.179	-0.493	0.555	2163	0.407	27	0.634	82	0	0	0	0	0	0
FBgn0000247	9.639	-0.056	0.553	5886	0.515	524	0.414	415	0	0	0	1	0	0
FBgn0000250	9.504	0.093	0.564	1503	0.415	159	0.401	282	0	0	0	0	0	0
FBgn0000253	12.288	0.041	0.533	450	0.406	207	0.388	116	0	0	0	0	0	0
FBgn0000256	9.557	-0.653	0.559	4086	0.399	281	0.341	170	0	0	0	0	0	0
FBgn0000257	9.570	-0.044	0.601	1920	0.502	235	0.361	1018	0	0	0	0	0	0
FBgn0000259	8.086	0.191	0.507	708	0.430	158	0.358	1526	0	0	0	0	0	0
FBgn0000261	9.086	-0.388	0.569	1521	0.412	182	0.355	290	0	0	0	0	0	0
FBgn0000273	8.608	-0.060	0.576	1062	0.486	1048	0.361	3202	0	0	0	0	0	0
FBgn0000283	10.032	0.065	0.524	3291	0.489	274	0.337	611	0	0	0	0	0	0
FBgn0000286	9.799	-0.089	0.595	1533	0.414	319	0.336	1911	0	0	0	0	0	0
FBgn0000289	8.120	0.115	0.574	2514	0.443	754	0.388	1460	0	0	0	0	0	0
FBgn0000299	9.977	0.999	0.616	5340	0.502	219	0.420	193	0	0	0	0	1	0
FBgn0000303	11.039	0.115	0.586	2166	0.516	428	0.442	251	0	0	0	0	0	0
FBgn0000307	8.693	0.243	0.497	5136	0.422	721	0.458	767	0	0	0	0	1	1
FBgn0000308	12.026	0.070	0.583	381	0.480	248	0.348	253	0	0	0	0	0	0
FBgn0000318	10.550	-0.009	0.577	381	0.470	215	0.355	93	0	0	0	0	0	0
FBgn0000319	11.460	-0.047	0.522	5037	0.353	470	0.259	286	0	0	0	0	0	0
FBgn0000320	6.341	-0.229	0.616	2301	0.450	211	0.302	563	0	0	0	0	0	0
FBgn0000326	7.143	0.086	0.525	1689	0.411	107	0.333	48	0	0	0	0	0	0
FBgn0000330	8.676	-0.225	0.552	1248	0.315	54	0.329	167	0	0	0	0	0	0
FBgn0000339	9.616	0.083	0.455	435	0.442	86	0.368	307	0	0	0	0	0	0
FBgn0000346	11.515	0.041	0.549	2238	0.293	225	0.421	107	0	0	0	0	0	0
FBgn0000352	8.336	-0.163	0.554	3606	0.463	136	0.347	674	0	0	0	0	0	0
FBgn0000370	12.020	0.060	0.513	1146	0.412	628	0.345	470	0	0	0	0	0	0
FBgn0000376	8.627	-0.042	0.576	2949	0.451	133	0.421	755	0	0	0	0	1	0
FBgn0000377	7.840	-0.189	0.561	2109	0.417	120	0.301	103	0	0	0	0	0	0
FBgn0000382	10.078	-0.085	0.583	2838	0.465	858	0.378	3968	0	0	0	0	0	1
FBgn0000384	8.780	0.008	0.416	1374	0.377	382	0.297	400	0	0	0	0	0	0
FBgn0000394	9.360	0.383	0.566	774	0.479	607	0.318	201	0	0	0	0	0	0
FBgn0000406	11.299	0.098	0.541	1311	0.494	89	0.262	65	0	0	0	0	0	0
FBgn0000409	11.942	-0.000	0.593	327	0.419	86	0.321	268	0	0	0	0	1	0
FBgn0000411	9.519	-0.172	0.606	1149	0.473	1206	0.367	264	0	0	0	0	0	0
FBgn0000412	11.240	-0.195	0.595	1068	0.378	307	0.319	436	0	0	0	0	1	0
FBgn0000414	8.226	-0.000	0.552	7083	0.453	552	0.374	666	0	0	0	0	0	0
FBgn0000416	11.649	0.045	0.534	2862	0.364	129	0.359	449	0	0	0	0	0	0
FBgn0000422	11.922	-0.003	0.563	1533	0.409	254	0.326	298	0	0	0	0	0	0
FBgn0000426	8.886	0.006	0.581	267	0.397	121	0.342	79	0	0	0	0	0	0
FBgn0000447	9.280	0.038	0.548	1218	0.333	132	0.320	122	0	0	0	0	0	0
FBgn0000448	9.751	-0.179	0.568	2625	0.465	1206	0.336	2554	0	0	0	0	1	0
FBgn0000454	11.229	-0.085	0.566	1527	0.515	297	0.332	223	0	0	0	0	0	0
FBgn0000455	9.263	-0.327	0.572	1476	0.338	376	0.273	99	0	0	0	0	0	0
FBgn0000459	8.839	0.182	0.604	1707	0.429	566	0.392	798	0	0	0	0	0	0
FBgn0000464	10.416	0.279	0.548	6099	0.400	926	0.366	1399	0	0	0	2	1	0
FBgn0000473	7.414	-0.327	0.565	1521	0.508	59	0.340	94	0	0	0	0	0	0
FBgn0000477	8.547	-0.648	0.540	1101	0.447	38	0.258	89	0	0	0	0	0	0
FBgn0000479	9.729	0.041	0.567	3630	0.383	1352	0.325	154	0	0	0	0	0	0
FBgn0000482	7.129	0.043	0.564	3009	0.465	71	0.309	81	0	0	0	0	0	0
FBgn0000489	9.585	0.028	0.512	1752	0.244	41	0.267	210	0	0	0	0	0	0
FBgn0000492	6.692	0.492	0.665	1548	0.444	250	0.381	754	0	0	0	0	0	0
FBgn0000499	9.835	-0.101	0.574	1872	0.478	473	0.319	499	0	0	0	0	0	0
FBgn0000500	12.224	0.156	0.488	426	0.556	27	0.267	116	0	0	0	0	0	0
FBgn0000520	6.471	0.144	0.595	1779	0.433	134	0.472	89	0	0	0	0	0	0
FBgn0000524	7.708	-0.397	0.592	2217	0.461	414	0.360	1197	0	0	0	0	0	0
FBgn0000527	10.727	-0.735	0.570	2640	0.381	299	0.414	203	0	0	0	0	0	0
FBgn0000536	8.788	0.002	0.487	1488	0.442	398	0.322	515	0	0	0	0	0	0
FBgn0000541	9.551	0.211	0.446	8286	0.408	637	0.244	373	0	0	0	0	0	0
FBgn0000543	8.773	-0.200	0.581	2055	0.463	82	0.313	67	0	0	0	0	0	0
FBgn0000546	9.103	0.175	0.580	2637	0.428	1063	0.412	311	0	0	0	0	0	0
FBgn0000547	7.766	0.058	0.550	3999	0.389	432	0.374	634	0	0	1	0	0	1
FBgn0000556	12.343	0.021	0.580	1392	0.267	90	0.395	554	0	0	0	0	0	0
FBgn0000557	12.225	-0.105	0.584	1389	0.444	180	0.418	1037	0	0	0	0	1	0
FBgn0000559	11.778	-0.092	0.534	2535	0.467	75	0.398	161	0	0	0	0	0	0
FBgn0000562	8.545	-0.078	0.561	3015	0.460	742	0.341	671	0	0	0	0	0	0
FBgn0000565	10.886	-0.171	0.550	786	0.254	67	0.244	127	0	0	0	0	0	0
FBgn0000566	7.702	-0.475	0.552	1182	0.519	77	0.301	103	0	0	0	0	0	0
FBgn0000567	8.629	0.401	0.618	2652	0.387	489	0.358	1612	1	1	0	0	0	0
FBgn0000568	7.534	0.073	0.620	4239	0.340	1309	0.382	283	0	0	0	0	0	0
FBgn0000575	11.755	0.121	0.608	600	0.432	264	0.328	1185	0	0	0	0	0	0
FBgn0000578	9.958	-0.284	0.574	2943	0.500	254	0.408	409	0	0	0	0	0	0
FBgn0000579	11.879	-0.126	0.595	1503	0.478	588	0.423	281	0	0	0	0	0	0
FBgn0000592	11.590	-0.507	0.483	1635	0.512	41	0.250	36	0	0	0	0	0	0
FBgn0000611	10.961	0.104	0.553	1131	0.332	262	0.322	1024	0	0	0	0	0	0
FBgn0000629	8.109	-0.351	0.520	2298	0.390	118	0.238	63	0	0	0	0	0	0
FBgn0000633	10.479	0.275	0.593	2469	0.461	853	0.360	2656	0	1	0	0	0	0
FBgn0000635	8.877	0.337	0.559	2658	0.405	420	0.378	397	0	0	0	0	0	0
FBgn0000636	6.506	0.067	0.579	1734	0.449	586	0.700	10	0	0	0	0	0	0
FBgn0000659	8.550	0.047	0.612	1557	0.429	559	0.416	1914	0	0	0	0	0	1
FBgn0000662	9.663	0.163	0.572	1611	0.454	425	0.294	531	0	0	0	0	1	0
FBgn0000667	6.796	0.203	0.582	2754	0.494	395	0.318	425	0	0	0	0	0	0
FBgn0000709	10.184	0.117	0.557	3771	0.366	153	0.401	903	0	0	0	0	0	0
FBgn0000711	11.087	-0.010	0.569	1386	0.400	552	0.355	586	0	0	0	0	0	0
FBgn0000715	8.435	0.181	0.580	1044	0.528	108	0.349	275	0	0	0	0	0	0
FBgn0000719	11.410	0.214	0.528	2193	0.417	333	0.346	885	0	0	0	0	0	0
FBgn0000721	9.714	0.004	0.557	3267	0.438	624	0.484	161	0	0	0	0	0	1
FBgn0000723	9.495	-0.611	0.531	3978	0.480	342	0.320	638	0	0	0	0	0	0
FBgn0000810	8.359	0.004	0.559	1392	0.450	171	0.393	1489	0	0	0	0	0	0
FBgn0001078	9.416	0.437	0.558	3084	0.423	1326	0.298	997	0	0	0	0	0	0
FBgn0001079	7.416	-0.209	0.575	2418	0.494	85	0.401	748	0	0	0	0	0	0
FBgn0001085	9.138	0.246	0.555	1839	0.364	712	0.331	1266	0	0	1	0	0	0
FBgn0001087	10.396	0.095	0.535	3105	0.412	238	0.306	510	0	0	0	0	0	1
FBgn0001089	7.411	-0.527	0.550	2019	0.522	138	0.314	188	0	0	0	0	0	0
FBgn0001090	11.705	0.050	0.643	1329	0.369	358	0.456	445	0	0	0	0	1	0
FBgn0001091	11.385	0.010	0.598	999	0.396	260	0.398	221	0	0	0	0	0	0
FBgn0001092	11.858	-0.006	0.567	999	0.419	117	0.370	327	0	0	0	0	0	0
FBgn0001098	11.365	0.219	0.603	1689	0.500	90	0.375	416	0	0	0	0	0	0
FBgn0001104	9.335	0.202	0.537	1068	0.456	406	0.411	593	0	0	0	0	0	0
FBgn0001105	11.387	0.010	0.562	1023	0.403	685	0.346	381	0	0	0	0	0	0
FBgn0001108	9.189	0.041	0.550	3798	0.460	289	0.348	463	0	0	0	0	0	0
FBgn0001114	10.670	-0.009	0.552	3081	0.442	163	0.248	129	0	0	0	0	0	0
FBgn0001122	11.995	0.046	0.510	1065	0.427	391	0.366	986	0	0	0	0	0	0
FBgn0001123	11.651	0.196	0.427	1158	0.498	512	0.254	189	0	0	0	0	0	0
FBgn0001124	11.327	-0.088	0.543	1314	0.333	33	0.349	335	0	0	0	0	0	0
FBgn0001125	11.571	0.136	0.576	1296	0.229	70	0.376	194	0	0	0	0	0	0
FBgn0001128	9.934	0.205	0.560	1083	0.433	467	0.322	423	0	0	0	0	0	0
FBgn0001133	8.119	-0.194	0.565	1713	0.316	76	0.314	105	0	0	0	0	0	0
FBgn0001138	7.458	0.240	0.644	2139	0.395	420	0.300	1531	0	0	1	0	0	0
FBgn0001139	10.585	-0.153	0.585	2193	0.487	515	0.320	294	0	0	0	0	0	0
FBgn0001142	11.367	0.198	0.585	1200	0.463	406	0.367	313	0	0	0	0	0	0
FBgn0001145	12.187	-0.108	0.601	1122	0.383	230	0.382	361	0	0	0	0	0	0
FBgn0001149	11.832	-0.006	0.587	630	0.364	88	0.328	125	0	0	0	0	0	0
FBgn0001150	6.695	-0.015	0.584	1347	0.435	115	0.365	318	0	0	0	0	0	0
FBgn0001168	8.216	0.245	0.613	1014	0.444	491	0.380	830	0	0	0	0	0	0
FBgn0001169	6.282	-0.187	0.581	3234	0.466	558	0.335	463	0	0	0	0	0	0
FBgn0001179	7.353	0.313	0.516	2397	0.352	159	0.354	48	0	0	0	0	0	0
FBgn0001186	11.256	0.161	0.563	1626	0.407	329	0.397	557	0	0	0	0	0	1
FBgn0001187	8.908	0.467	0.551	1365	0.462	65	0.302	63	0	0	0	0	0	0
FBgn0001189	8.069	-0.008	0.542	1836	0.526	350	0.444	354	0	0	0	0	0	0
FBgn0001197	11.156	0.133	0.596	426	0.488	164	0.339	579	0	0	0	0	0	0
FBgn0001202	10.463	-0.215	0.517	2040	0.364	118	0.283	159	0	0	0	0	0	0
FBgn0001208	11.030	0.309	0.530	1359	0.402	174	0.228	92	0	0	0	0	0	0
FBgn0001215	10.303	-0.094	0.564	1098	0.333	111	0.398	1052	0	0	0	0	0	0
FBgn0001218	12.380	-0.009	0.564	1971	0.404	297	0.378	917	0	0	0	0	0	0
FBgn0001220	11.559	0.210	0.561	2061	0.442	269	0.355	592	0	0	0	0	0	0
FBgn0001222	10.256	0.008	0.518	2202	0.379	243	0.347	452	0	0	0	0	0	0
FBgn0001224	8.077	-3.248	0.576	561	0.328	116	0.349	172	0	0	0	0	0	0
FBgn0001225	7.568	0.711	0.593	627	0.364	239	0.319	144	0	0	0	0	0	0
FBgn0001226	7.456	1.396	0.598	642	0.301	123	0.380	455	0	0	0	0	0	0
FBgn0001227	7.009	-0.692	0.571	1338	0.474	95	0.323	300	0	0	0	0	0	0
FBgn0001229	8.054	-1.050	0.530	600	0.461	180	0.324	207	0	0	0	0	0	0
FBgn0001230	6.767	0.874	0.560	1908	0.340	206	0.248	117	0	0	0	0	0	0
FBgn0001233	11.602	0.049	0.554	2154	0.424	399	0.329	407	0	0	0	0	0	0
FBgn0001235	8.303	-0.195	0.550	1464	0.376	1277	0.325	1530	0	0	0	0	0	0
FBgn0001247	11.121	0.025	0.498	2973	0.439	346	0.292	120	0	0	0	0	0	0
FBgn0001248	11.807	-0.216	0.560	1440	0.452	283	0.426	251	0	0	0	0	0	0
FBgn0001250	9.400	0.459	0.565	4191	0.322	351	0.357	1276	0	0	1	0	0	0
FBgn0001257	9.800	0.140	0.595	804	0.552	58	0.331	127	0	0	0	0	0	0
FBgn0001258	7.363	0.657	0.608	999	0.428	138	0.358	254	0	0	0	0	0	0
FBgn0001263	8.172	-2.017	0.545	2061	0.429	196	0.446	74	0	0	0	0	0	0
FBgn0001276	8.031	-0.124	0.556	567	0.385	78	0.256	82	0	0	0	0	0	0
FBgn0001280	9.622	-0.162	0.529	408	0.267	30	0.357	241	0	0	0	0	0	0
FBgn0001291	9.195	0.014	0.560	1119	0.396	235	0.281	171	0	0	0	0	0	0
FBgn0001296	8.340	0.204	0.591	1839	0.594	192	0.486	290	0	1	0	0	0	0
FBgn0001297	6.495	0.268	0.606	2268	0.409	1217	0.331	1089	0	0	0	0	0	0
FBgn0001301	11.768	-0.090	0.540	4434	0.533	152	0.321	890	0	1	0	0	0	0
FBgn0001308	7.977	0.195	0.560	2928	0.479	486	0.319	304	0	0	0	0	0	0
FBgn0001316	9.630	-0.264	0.560	6819	0.416	1004	0.440	819	0	0	0	1	0	0
FBgn0001324	6.936	-0.022	0.556	7596	0.435	62	0.341	82	0	0	0	0	0	0
FBgn0001341	6.259	0.010	0.520	3402	0.372	113	0.248	165	0	0	0	0	0	0
FBgn0001404	9.976	-0.025	0.544	1374	0.452	717	0.357	728	0	0	0	0	0	0
FBgn0001491	8.891	0.083	0.538	435	0.301	123	0.282	376	0	0	0	0	0	0
FBgn0001565	10.527	-0.101	0.550	1683	0.474	95	0.297	185	0	0	0	0	0	0
FBgn0001612	8.016	0.199	0.499	2754	0.435	285	0.350	532	0	0	0	0	0	0
FBgn0001624	8.616	-0.174	0.568	3093	0.587	46	0.281	57	0	0	0	0	0	0
FBgn0001941	11.082	0.161	0.555	966	0.490	147	0.374	671	0	0	0	0	0	1
FBgn0001942	12.579	-0.012	0.554	1212	0.329	70	0.300	50	0	0	0	0	0	0
FBgn0001961	8.913	0.700	0.603	1134	0.492	323	0.436	275	0	0	0	0	0	0
FBgn0001965	9.814	0.425	0.565	4791	0.548	398	0.350	446	0	0	0	0	1	0
FBgn0001967	6.979	0.694	0.607	675	0.511	45	0.295	132	0	0	0	0	0	0
FBgn0001974	7.861	0.066	0.534	1284	0.418	79	0.286	406	0	0	0	0	0	0
FBgn0001977	7.343	0.147	0.544	747	0.395	86	0.453	1525	0	0	0	1	0	0
FBgn0001978	9.446	0.571	0.571	3321	0.507	410	0.348	414	0	0	0	0	0	0
FBgn0001987	8.396	0.660	0.544	2871	0.466	569	0.306	1028	0	0	0	0	0	0
FBgn0001989	10.117	-0.021	0.633	504	0.412	102	0.327	104	0	0	0	0	0	0
FBgn0001991	11.108	-0.011	0.503	7659	0.439	995	0.346	332	0	0	0	0	0	0
FBgn0001994	9.862	0.142	0.582	1896	0.451	541	0.354	1100	0	0	0	0	0	0
FBgn0001995	9.293	0.487	0.545	891	0.440	50	0.296	71	0	0	0	0	0	0
FBgn0002021	7.619	0.034	0.534	1548	0.237	114	0.239	46	0	0	0	0	0	0
FBgn0002022	8.633	-0.176	0.540	1350	0.440	84	0.303	264	0	0	0	0	0	0
FBgn0002023	7.545	-0.003	0.597	1668	0.461	204	0.381	840	0	0	0	0	0	0
FBgn0002031	10.262	0.149	0.600	831	0.350	117	0.425	379	0	0	0	0	0	0
FBgn0002036	7.154	-0.347	0.565	1515	0.380	379	0.310	158	0	0	0	0	0	0
FBgn0002044	9.191	0.003	0.569	3192	0.444	365	0.370	451	0	0	0	0	0	0
FBgn0002069	9.301	0.179	0.551	1596	0.460	387	0.350	263	0	0	0	1	0	0
FBgn0002121	8.316	-0.033	0.440	3486	0.393	666	0.290	1376	0	0	0	0	0	0
FBgn0002174	8.234	0.105	0.628	1563	0.370	73	0.476	168	0	0	0	0	0	0
FBgn0002183	7.628	-0.221	0.538	3369	0.455	134	0.406	187	0	0	0	0	0	0
FBgn0002283	9.163	0.256	0.565	669	0.496	377	0.318	358	0	0	0	0	0	0
FBgn0002284	9.873	-0.104	0.568	708	0.360	100	0.397	136	0	0	0	0	0	0
FBgn0002354	9.523	0.081	0.574	333	0.362	69	0.322	149	0	0	0	0	0	0
FBgn0002413	10.410	-0.016	0.594	1323	0.445	389	0.378	1343	0	0	0	0	0	1
FBgn0002431	9.704	0.077	0.489	8664	0.378	90	0.307	329	0	0	0	0	0	0
FBgn0002521	11.431	-0.033	0.367	1563	0.292	404	0.268	414	0	0	0	0	0	0
FBgn0002524	9.152	-0.171	0.537	1794	0.383	94	0.361	676	0	0	0	0	0	0
FBgn0002525	10.615	-0.000	0.596	1869	0.423	501	0.348	1134	0	0	0	0	0	0
FBgn0002526	7.661	1.005	0.519	11139	0.469	207	0.331	344	0	0	1	0	0	0
FBgn0002543	7.595	0.025	0.571	4560	0.479	288	0.360	1358	0	0	0	0	1	0
FBgn0002552	8.672	-0.121	0.581	2577	0.515	520	0.402	557	0	0	0	0	0	0
FBgn0002563	7.725	-4.162	0.556	2370	0.565	232	0.449	147	0	0	0	0	0	0
FBgn0002565	11.203	-0.914	0.558	2106	0.471	17	0.392	181	0	0	0	0	0	0
FBgn0002566	10.224	-0.162	0.412	2526	0.257	101	0.346	81	0	0	0	0	0	0
FBgn0002567	9.385	-0.972	0.594	2061	0.457	140	0.414	570	0	0	0	0	0	1
FBgn0002579	12.289	-0.099	0.583	348	0.429	21	0.442	113	0	0	0	0	0	0
FBgn0002590	11.980	-0.016	0.585	687	0.396	578	0.296	115	0	0	0	0	0	0
FBgn0002593	12.456	0.021	0.628	339	0.431	123	0.460	139	0	0	0	0	0	0
FBgn0002607	12.655	-0.011	0.575	612	0.486	74	0.411	107	0	0	0	0	0	0
FBgn0002626	12.637	0.015	0.581	444	0.502	219	0.375	56	0	0	0	0	0	0
FBgn0002638	9.605	0.136	0.569	1644	0.463	404	0.356	317	0	0	0	0	0	0
FBgn0002643	6.731	-0.168	0.601	4785	0.490	657	0.404	783	0	0	0	0	0	1
FBgn0002645	9.264	-0.488	0.491	3558	0.413	445	0.268	306	0	0	0	0	0	0
FBgn0002673	6.187	-0.105	0.527	1281	0.415	287	0.345	348	0	0	0	0	0	1
FBgn0002715	6.258	-0.064	0.536	1206	0.360	86	0.223	103	0	0	0	0	0	0
FBgn0002719	10.777	0.103	0.554	2292	0.343	245	0.360	369	0	0	0	0	0	0
FBgn0002733	6.334	0.471	0.595	588	0.438	130	0.465	260	0	0	0	0	0	0
FBgn0002736	9.924	0.196	0.550	444	0.342	117	0.315	542	0	0	0	0	0	0
FBgn0002772	7.850	-0.039	0.553	468	0.462	65	0.321	881	0	0	0	0	0	0
FBgn0002773	6.300	0.282	0.572	669	0.492	65	0.362	1552	0	0	0	0	1	0
FBgn0002774	9.882	0.016	0.502	3882	0.262	84	0.250	96	0	0	0	0	0	0
FBgn0002775	7.043	0.484	0.537	1539	0.351	111	0.253	320	0	0	0	0	0	0
FBgn0002778	9.887	-0.083	0.540	1500	0.407	540	0.324	451	0	0	0	0	0	0
FBgn0002780	10.199	0.157	0.465	1629	0.357	448	0.352	210	0	0	0	0	0	0
FBgn0002781	8.255	-0.268	0.595	1812	0.386	158	0.391	312	0	0	0	0	0	0
FBgn0002783	9.034	-0.248	0.556	3630	0.356	101	0.369	252	0	0	0	0	0	0
FBgn0002787	9.581	-0.103	0.565	1077	0.459	185	0.392	194	0	0	0	0	0	0
FBgn0002789	7.586	-0.608	0.584	570	0.452	73	0.300	50	0	0	0	0	0	0
FBgn0002791	8.536	0.032	0.484	2409	0.346	78	0.368	68	0	0	0	0	0	0
FBgn0002863	10.489	-0.204	0.459	159	0.353	17	0.209	67	0	0	0	0	0	0
FBgn0002868	12.559	0.002	0.634	123	0.392	125	0.444	81	0	0	0	0	0	0
FBgn0002891	6.255	-0.051	0.521	6393	0.366	71	0.325	286	0	0	0	0	0	0
FBgn0002906	8.976	-0.498	0.492	4464	0.357	126	0.269	216	0	0	0	0	0	0
FBgn0002914	8.369	0.009	0.518	1974	0.421	656	0.271	210	0	0	0	0	0	0
FBgn0002921	11.777	0.026	0.549	3126	0.154	26	0.337	406	0	0	0	0	1	0
FBgn0002930	9.622	-0.134	0.597	1431	0.383	94	0.324	108	0	0	0	0	0	0
FBgn0002932	7.464	-0.147	0.576	2265	0.362	282	0.319	1070	0	0	0	0	0	0
FBgn0002936	7.849	-1.994	0.573	714	0.433	60	0.381	97	0	0	0	0	0	0
FBgn0002937	10.474	-0.336	0.532	1863	0.463	136	0.382	165	0	0	0	0	0	1
FBgn0002940	11.913	-1.171	0.570	1122	0.426	176	0.310	290	0	0	0	0	0	0
FBgn0002941	6.374	0.220	0.607	2097	0.531	324	0.325	249	0	0	0	0	0	0
FBgn0002945	6.898	-0.233	0.602	2787	0.447	1082	0.317	1182	0	0	0	0	0	0
FBgn0002973	8.355	0.066	0.600	1671	0.451	818	0.348	845	0	0	0	0	0	0
FBgn0002989	8.717	0.062	0.538	2355	0.480	50	0.359	473	0	0	0	0	0	0
FBgn0003002	7.394	-0.335	0.647	1830	0.444	293	0.400	816	0	0	0	0	0	1
FBgn0003008	10.713	-0.036	0.498	576	0.358	81	0.380	166	0	0	0	0	0	0
FBgn0003011	7.061	0.204	0.529	1458	0.330	348	0.338	352	0	0	0	0	0	0
FBgn0003016	7.243	-0.242	0.544	4701	0.421	662	0.303	903	0	0	0	0	1	0
FBgn0003041	8.070	-0.516	0.504	3936	0.435	496	0.400	615	0	0	0	0	0	0
FBgn0003042	10.434	0.127	0.564	1173	0.318	110	0.323	1179	0	0	0	0	0	0
FBgn0003044	7.118	0.479	0.550	3132	0.440	498	0.301	206	1	0	0	0	0	1
FBgn0003048	7.383	0.122	0.556	10254	0.559	415	0.367	1366	0	0	0	0	0	0
FBgn0003062	7.287	0.402	0.656	1035	0.443	131	0.289	152	0	0	0	0	0	0
FBgn0003067	10.417	-0.193	0.591	1944	0.336	271	0.395	271	0	0	0	0	0	0
FBgn0003068	6.545	0.279	0.632	3657	0.458	369	0.595	111	0	0	0	0	0	0
FBgn0003071	10.107	-0.321	0.545	2853	0.206	102	0.454	262	0	0	0	0	0	0
FBgn0003074	11.019	-0.259	0.574	1677	0.505	503	0.368	280	0	0	0	0	0	0
FBgn0003076	11.137	-0.558	0.542	1683	0.537	41	0.437	119	0	0	0	0	0	0
